TWD97_x,TWD97_y,zp
214690.85501306076,2669881.8573183604,50.0
214690.85501306076,2669881.8573183604,50.0
214690.93051123936,2669881.7807372697,50.0
214691.08150759657,2669881.6275750883,50.0
214691.30800213237,2669881.397831816,50.0
214691.60999484677,2669881.0915074535,50.0
214691.98748573978,2669880.708602,50.0
214692.4404748114,2669880.249115456,50.0
214692.9689620616,2669879.713047821,50.0
214693.5729474904,2669879.1003990956,50.0
214694.25243109782,2669878.4111692794,50.0
214695.00741288383,2669877.6453583725,50.0
214695.83789284845,2669876.802966375,50.0
214696.74387099166,2669875.8839932866,50.0
214697.72534731348,2669874.8884391077,50.0
214698.7823218139,2669873.816303838,50.0
214699.9147944929,2669872.6675874777,50.0
214701.12276535053,2669871.4422900267,50.0
214702.40623438676,2669870.140411485,50.0
214703.76520160158,2669868.7619518526,50.0
214705.199666995,2669867.3069111295,50.0
214706.70963056703,2669865.7752893157,50.0
214708.29509231765,2669864.1670864113,50.0
214709.95605224688,2669862.482302416,50.0
214711.6925103547,2669860.7209373303,50.0
214713.50446664114,2669858.8829911537,50.0
214715.39192110617,2669856.9684638865,50.0
214717.3548737498,2669854.9773555286,50.0
214719.39332457204,2669852.90966608,50.0
214721.50727357288,2669850.7653955407,50.0
214723.6967207523,2669848.544543911,50.0
214725.96166611035,2669846.24711119,50.0
214728.302109647,2669843.8730973788,50.0
214730.71805136223,2669841.4225024767,50.0
214733.20949125607,2669838.895326484,50.0
214735.7764293285,2669836.2915694006,50.0
214738.41886557956,2669833.6112312265,50.0
214741.1368000092,2669830.8543119617,50.0
214743.93023261745,2669828.020811606,50.0
214746.7991634043,2669825.11073016,50.0
214749.74359236975,2669822.124067623,50.0
214752.7635195138,2669819.0608239956,50.0
214755.85894483645,2669815.9209992774,50.0
214759.0298683377,2669812.7045934685,50.0
214762.27629001756,2669809.411606569,50.0
214765.598209876,2669806.0420385785,50.0
214768.99562791307,2669802.5958894975,50.0
214772.46854412873,2669799.073159326,50.0
214776.016958523,2669795.4738480635,50.0
214779.64087109585,2669791.7979557104,50.0
214783.3402818473,2669788.0454822667,50.0
214787.11519077737,2669784.2164277323,50.0
214790.96559788604,2669780.310792107,50.0
214794.8915031733,2669776.3285753913,50.0
214798.89290663917,2669772.269777585,50.0
214802.96980828364,2669768.1343986876,50.0
214807.1222081067,2669763.9224386998,50.0
214811.35010610838,2669759.633897621,50.0
214815.65350228865,2669755.268775452,50.0
214820.03239664753,2669750.827072192,50.0
214824.486789185,2669746.3087878413,50.0
214829.01667990108,2669741.7139224,50.0
214833.62206879575,2669737.042475868,50.0
214838.30295586903,2669732.2944482453,50.0
214843.0593411209,2669727.469839532,50.0
214847.8912245514,2669722.568649728,50.0
214852.79860616048,2669717.590878833,50.0
214857.78148594816,2669712.5365268476,50.0
214862.83986391444,2669707.4055937715,50.0
214867.97374005933,2669702.1980796047,50.0
214873.18311438282,2669696.913984347,50.0
214878.4679868849,2669691.553307999,50.0
214883.8283575656,2669686.11605056,50.0
214889.2642264249,2669680.6022120304,50.0
214894.77559346278,2669675.01179241,50.0
214900.36245867927,2669669.344791699,50.0
214906.02482207437,2669663.6012098975,50.0
214911.76268364806,2669657.781047005,50.0
214917.57604340036,2669651.884303022,50.0
214923.46490133126,2669645.9109779485,50.0
214929.42925744076,2669639.861071784,50.0
214935.46911172886,2669633.734584529,50.0
214941.58446419556,2669627.531516183,50.0
214947.77531484087,2669621.2518667467,50.0
214954.04166366477,2669614.8956362195,50.0
214960.38351066728,2669608.4628246017,50.0
214966.80085584839,2669601.953431893,50.0
214973.2936992081,2669595.367458094,50.0
214979.8620407464,2669588.704903204,50.0
214986.50588046332,2669581.9657672234,50.0
214993.22521835883,2669575.150050152,50.0
215000.02005443294,2669568.25775199,50.0
215006.89038868566,2669561.2888727374,50.0
215013.83622111697,2669554.243412394,50.0
215020.8575517269,2669547.12137096,50.0
215027.9543805154,2669539.9227484353,50.0
215035.12670748253,2669532.64754482,50.0
215042.37453262825,2669525.2957601137,50.0
215049.69785595257,2669517.867394317,50.0
215057.0966774555,2669510.3624474294,50.0
215064.57099713702,2669502.7809194513,50.0
215072.12081499715,2669495.1228103824,50.0
215079.74613103588,2669487.388120223,50.0
215087.4469452532,2669479.5768489726,50.0
215095.22325764914,2669471.6889966317,50.0
215103.07506822367,2669463.7245632,50.0
215111.0023769768,2669455.6835486777,50.0
215119.00518390854,2669447.5659530647,50.0
215127.08348901887,2669439.371776361,50.0
215135.2372923078,2669431.1010185666,50.0
215143.46659377535,2669422.7536796816,50.0
215151.77139342148,2669414.329759706,50.0
215160.15169124622,2669405.8292586394,50.0
215168.60748724957,2669397.252176482,50.0
215177.1387814315,2669388.5985132344,50.0
215185.74557379205,2669379.868268896,50.0
215194.4278643312,2669371.0614434667,50.0
215203.18565304895,2669362.178036947,50.0
215212.0189399453,2669353.218049336,50.0
215220.92772502024,2669344.181480635,50.0
215229.9120082738,2669335.068330843,50.0
215238.97178970595,2669325.8785999604,50.0
215248.1070693167,2669316.612287987,50.0
215257.31784710605,2669307.269394923,50.0
215266.604123074,2669297.8499207683,50.0
215275.96589722057,2669288.353865523,50.0
215285.40316954572,2669278.781229187,50.0
215294.91594004948,2669269.13201176,50.0
215304.50420873184,2669259.4062132426,50.0
215314.1679755928,2669249.6038336344,50.0
215323.90724063237,2669239.7248729356,50.0
215333.72200385053,2669229.769331146,50.0
215343.6122652473,2669219.737208266,50.0
215353.57802482267,2669209.628504295,50.0
215363.61928257663,2669199.4432192333,50.0
215373.7360385092,2669189.181353081,50.0
215383.92829262037,2669178.842905838,50.0
215394.19604491015,2669168.4278775044,50.0
215404.53929537852,2669157.93626808,50.0
215414.9580440255,2669147.368077565,50.0
215425.45229085107,2669136.7233059593,50.0
215436.02203585525,2669126.001953263,50.0
215446.66727903803,2669115.2040194757,50.0
215457.3880203994,2669104.329504598,50.0
215468.1842599394,2669093.3784086294,50.0
215479.05599765797,2669082.3507315703,50.0
215490.00323355515,2669071.2464734204,50.0
215501.02596763094,2669060.06563418,50.0
215512.12419988532,2669048.8082138486,50.0
215523.2979303183,2669037.4742124267,50.0
215534.5471589299,2669026.063629914,50.0
215545.8718857201,2669014.576466311,50.0
215557.27211068888,2669003.012721617,50.0
215568.74783383627,2668991.372395832,50.0
215580.29905516226,2668979.6554889567,50.0
215591.92577466686,2668967.8620009907,50.0
215603.62799235006,2668955.991931934,50.0
215615.40570821185,2668944.0452817865,50.0
215627.25892225225,2668932.0220505483,50.0
215639.18763447125,2668919.9222382195,50.0
215651.19184486885,2668907.7458448,50.0
215663.27155344505,2668895.49287029,50.0
215675.42676019986,2668883.163314689,50.0
215687.65746513326,2668870.7571779974,50.0
215699.96366824527,2668858.274460215,50.0
215712.34536953588,2668845.715161342,50.0
215724.80256900509,2668833.0792813785,50.0
215737.3352666529,2668820.366820324,50.0
215757.31794996877,2668806.993952621,50.0
215777.42029007096,2668793.541007865,50.0
215797.64228695948,2668780.0079860575,50.0
215817.98394063432,2668766.3948871978,50.0
215838.4452510955,2668752.701711286,50.0
215859.02621834297,2668738.928458322,50.0
215879.72684237678,2668725.0751283057,50.0
215900.5471231969,2668711.1417212375,50.0
215921.48706080337,2668697.128237117,50.0
215942.54665519614,2668683.0346759446,50.0
215963.72590637524,2668668.86103772,50.0
215985.02481434066,2668654.6073224433,50.0
216004.2591126891,2668640.7648535557,50.0
216023.60086521824,2668626.8450524397,50.0
216043.0500719281,2668612.8479190953,50.0
216062.60673281868,2668598.7734535225,50.0
216082.27084788997,2668584.621655721,50.0
216102.042417142,2668570.3925256915,50.0
216121.92144057472,2668556.0860634334,50.0
216141.90791818817,2668541.702268947,50.0
216162.00184998233,2668527.241142232,50.0
216182.20323595722,2668512.7026832886,50.0
216202.51207611282,2668498.086892117,50.0
216222.92837044914,2668483.3937687166,50.0
216243.45211896618,2668468.623313088,50.0
216264.08332166393,2668453.775525231,50.0
216284.8219785424,2668438.8504051454,50.0
216305.6680896016,2668423.8479528315,50.0
216326.6216548415,2668408.768168289,50.0
216347.68267426212,2668393.6110515185,50.0
216368.85114786346,2668378.3766025193,50.0
216390.12707564552,2668363.0648212917,50.0
216411.5104576083,2668347.6757078357,50.0
216433.0012937518,2668332.2092621513,50.0
216454.599584076,2668316.6654842384,50.0
216476.30532858093,2668301.044374097,50.0
216498.11852726658,2668285.3459317274,50.0
216520.03918013294,2668269.5701571293,50.0
216542.06728718002,2668253.717050303,50.0
216564.20284840782,2668237.786611248,50.0
216586.44586381633,2668221.7788399644,50.0
216608.79633340557,2668205.6937364526,50.0
216631.25425717552,2668189.5313007124,50.0
216653.8196351262,2668173.2915327437,50.0
216676.49246725757,2668156.9744325466,50.0
216699.27275356968,2668140.580000121,50.0
216722.1604940625,2668124.108235467,50.0
216745.15568873603,2668107.559138585,50.0
216768.2583375903,2668090.932709474,50.0
216791.46844062526,2668074.228948135,50.0
216814.78599784095,2668057.4478545673,50.0
216838.21100923736,2668040.5894287713,50.0
216861.7434748145,2668023.653670747,50.0
216885.38339457233,2668006.640580494,50.0
216909.1307685109,2667989.5501580127,50.0
216932.98559663017,2667972.382403303,50.0
216956.94787893016,2667955.137316365,50.0
216981.01761541088,2667937.814897198,50.0
217005.1948060723,2667920.4151458032,50.0
217029.47945091446,2667902.93806218,50.0
217053.87154993732,2667885.383646328,50.0
217078.3711031409,2667867.7518982477,50.0
217102.9781105252,2667850.042817939,50.0
217127.69257209022,2667832.256405402,50.0
217152.51448783596,2667814.3926606365,50.0
217177.4438577624,2667796.4515836425,50.0
217202.48068186958,2667778.43317442,50.0
217227.62496015747,2667760.3374329694,50.0
217252.87669262607,2667742.16435929,50.0
217278.2358792754,2667723.9139533825,50.0
217303.70252010543,2667705.5862152465,50.0
217329.2766151162,2667687.181144882,50.0
217354.95816430767,2667668.698742289,50.0
217380.74716767986,2667650.139007468,50.0
217380.74716767986,2667650.139007468,50.0
217380.8579824971,2667650.0612099804,50.0
217381.0796121316,2667649.9056150056,50.0
217381.41205658336,2667649.6722225435,50.0
217381.85531585236,2667649.361032594,50.0
217382.4093899386,2667648.972045157,50.0
217383.0742788421,2667648.505260233,50.0
217383.84998256285,2667647.960677821,50.0
217384.73650110085,2667647.338297922,50.0
217385.7338344561,2667646.6381205358,50.0
217386.8419826286,2667645.860145662,50.0
217388.06094561834,2667645.004373301,50.0
217389.39072342534,2667644.0708034523,50.0
217390.8313160496,2667643.0594361164,50.0
217392.3827234911,2667641.970271293,50.0
217394.04494574983,2667640.8033089824,50.0
217395.81798282583,2667639.5585491844,50.0
217397.70183471908,2667638.235991899,50.0
217399.69650142957,2667636.835637126,50.0
217401.80198295732,2667635.357484866,50.0
217404.0182793023,2667633.8015351184,50.0
217406.34539046456,2667632.1677878834,50.0
217408.78331644405,2667630.456243161,50.0
217411.3320572408,2667628.6669009514,50.0
217413.9916128548,2667626.7997612543,50.0
217416.76198328604,2667624.85482407,50.0
217419.64316853453,2667622.832089398,50.0
217422.63516860027,2667620.731557239,50.0
217425.73798348327,2667618.5532275923,50.0
217428.9516131835,2667616.2971004583,50.0
217432.276057701,2667613.963175837,50.0
217435.71131703575,2667611.551453728,50.0
217439.25739118774,2667609.061934132,50.0
217442.91428015698,2667606.4946170487,50.0
217446.68198394348,2667603.849502478,50.0
217450.56050254722,2667601.1265904196,50.0
217454.5498359682,2667598.325880874,50.0
217458.64998420645,2667595.447373841,50.0
217462.86094726194,2667592.4910693206,50.0
217467.18272513468,2667589.456967313,50.0
217471.61531782468,2667586.3450678177,50.0
217476.15872533192,2667583.155370835,50.0
217480.8129476564,2667579.8878763653,50.0
217485.57798479815,2667576.542584408,50.0
217490.45383675714,2667573.1194949634,50.0
217495.44050353338,2667569.6186080314,50.0
217500.53798512687,2667566.039923612,50.0
217505.7462815376,2667562.3834417053,50.0
217511.0653927656,2667558.649162311,50.0
217516.49531881083,2667554.8370854296,50.0
217522.03605967332,2667550.9472110607,50.0
217527.68761535306,2667546.9795392044,50.0
217533.44998585005,2667542.9340698607,50.0
217539.3231711643,2667538.8108030297,50.0
217545.30717129578,2667534.6097387113,50.0
217551.4019862445,2667530.3308769055,50.0
217557.6076160105,2667525.9742176123,50.0
217563.92406059374,2667521.5397608317,50.0
217570.35131999422,2667517.027506564,50.0
217576.88939421196,2667512.4374548085,50.0
217583.53828324695,2667507.769605566,50.0
217590.29798709918,2667503.0239588358,50.0
217597.16850576867,2667498.2005146183,50.0
217604.1498392554,2667493.2992729135,50.0
217611.2419875594,2667488.3202337213,50.0
217618.44495068063,2667483.2633970417,50.0
217625.7587286191,2667478.1287628748,50.0
217633.18332137485,2667472.9163312204,50.0
217640.71872894783,2667467.6261020787,50.0
217648.36495133807,2667462.2580754496,50.0
217656.12198854555,2667456.812251333,50.0
217663.98984057028,2667451.2886297293,50.0
217671.96850741227,2667445.687210638,50.0
217680.0579890715,2667440.0079940595,50.0
217688.25828554798,2667434.2509799935,50.0
217696.56939684172,2667428.41616844,50.0
217704.9913229527,2667422.5035593994,50.0
217713.52406388093,2667416.5131528713,50.0
217722.16761962642,2667410.444948856,50.0
217730.92199018915,2667404.298947353,50.0
217739.78717556913,2667398.0751483627,50.0
217748.76317576636,2667391.773551885,50.0
217757.84999078084,2667385.39415792,50.0
217767.04762061257,2667378.9369664676,50.0
217776.35606526156,2667372.401977528,50.0
217785.7753247278,2667365.7891911007,50.0
217795.30539901127,2667359.098607186,50.0
217804.946288112,2667352.3302257843,50.0
217814.69799202998,2667345.484046895,50.0
217824.5605107652,2667338.5600705184,50.0
217834.5338443177,2667331.5582966544,50.0
217844.61799268742,2667324.478725303,50.0
217854.8129558744,2667317.321356464,50.0
217865.11873387863,2667310.086190138,50.0
217875.5353267001,2667302.7732263245,50.0
217886.06273433883,2667295.3824650235,50.0
217896.7009567948,2667287.9139062352,50.0
217907.44999406804,2667280.3675499596,50.0
