xp,yp,Hour,ymdh,zp
301263.60048314865,2767355.824947714,hour=0,ymd=2022061112_50,50.0
303519.0672988736,2777225.645747035,hour=1,ymd=2022061111_50,50.0
306369.46138417657,2788832.0630015424,hour=2,ymd=2022061110_50,50.0
308850.01568287547,2802160.8501484683,hour=3,ymd=2022061109_50,50.0
312092.67725555535,2814981.6234354367,hour=4,ymd=2022061108_50,50.0
314057.6488194757,2825986.469530343,hour=5,ymd=2022061107_50,50.0
315024.7419907058,2835990.388268589,hour=6,ymd=2022061106_50,50.0
313545.1609425934,2845220.9134541145,hour=7,ymd=2022061105_50,50.0
309452.7464154901,2855211.9917282453,hour=8,ymd=2022061104_50,50.0
306061.2780423554,2865487.7068831613,hour=9,ymd=2022061103_50,50.0
303514.34958014806,2877165.183979689,hour=10,ymd=2022061102_50,50.0
300533.8453254642,2886663.2588944724,hour=11,ymd=2022061101_50,50.0
295824.9705194177,2894993.106956064,hour=12,ymd=2022061100_50,50.0
289876.2441938313,2900815.666706725,hour=13,ymd=2022061023_50,50.0
284545.189560199,2903648.8748790463,hour=14,ymd=2022061022_50,50.0
280622.3892371895,2902178.812867894,hour=15,ymd=2022061021_50,50.0
277323.7068241479,2897291.687449633,hour=16,ymd=2022061020_50,50.0
273881.58017074486,2890331.4238599828,hour=17,ymd=2022061019_50,50.0
268988.79359274526,2881565.9169049254,hour=18,ymd=2022061018_50,50.0
263704.44231242855,2872714.950892805,hour=19,ymd=2022061017_50,50.0
259118.1734438481,2863448.238490372,hour=20,ymd=2022061016_50,50.0
253774.8384148719,2853048.780001401,hour=21,ymd=2022061015_50,50.0
247878.01538787206,2843312.9530613413,hour=22,ymd=2022061014_50,50.0
242040.09765776416,2833900.531136005,hour=23,ymd=2022061013_50,50.0
248326.69239821454,2844787.5742901554,hour=24,ymd=2022061012_50,50.0
256032.77030741592,2855733.4742888203,hour=25,ymd=2022061011_50,50.0
263586.21587076207,2866696.6205306044,hour=26,ymd=2022061010_50,50.0
270454.2427298667,2879462.6341395667,hour=27,ymd=2022061009_50,50.0
275771.17579662224,2891763.3706932953,hour=28,ymd=2022061008_50,50.0
278230.3609264808,2903913.2481302014,hour=29,ymd=2022061007_50,50.0
279846.58040420135,2916769.0309405318,hour=30,ymd=2022061006_50,50.0
280004.0011546994,2931318.4084085217,hour=31,ymd=2022061005_50,50.0
278820.2814310538,2945765.183195918,hour=32,ymd=2022061004_50,50.0
275854.1082248735,2959091.858997374,hour=33,ymd=2022061003_50,50.0
272407.16833393,2971726.8723221114,hour=34,ymd=2022061002_50,50.0
268120.5043147477,2983919.6472514262,hour=35,ymd=2022061001_50,50.0
265826.34569471056,2999955.9352589836,hour=36,ymd=2022061000_50,50.0
262433.806359944,3017978.481378018,hour=37,ymd=2022060923_50,50.0
257527.94266915048,3037729.805588483,hour=38,ymd=2022060922_50,50.0
250870.94648924196,3058261.1005918374,hour=39,ymd=2022060921_50,50.0
244870.94102999294,3080195.5782231083,hour=40,ymd=2022060920_50,50.0
238226.79435308004,3100483.86256045,hour=41,ymd=2022060919_50,50.0
233438.71078571404,3115648.3399148574,hour=42,ymd=2022060918_50,50.0
231861.14123185823,3125301.7905626884,hour=43,ymd=2022060917_50,50.0
