TWD97_x,TWD97_y,zp
301263.60048314865,2767355.824947714,50.0
301263.60048314865,2767355.824947714,50.0
301264.0101244741,2767355.9872947773,50.0
301264.8294071251,2767356.311988904,50.0
301266.0583311015,2767356.7990300944,50.0
301267.6968964034,2767357.448418348,50.0
301269.74510303076,2767358.260153665,50.0
301272.2029509836,2767359.2342360457,50.0
301275.0704402619,2767360.3706654897,50.0
301278.3475708657,2767361.669441997,50.0
301282.03434279497,2767363.130565568,50.0
301286.1307560497,2767364.754036202,50.0
301290.6368106299,2767366.5398538997,50.0
301295.5525065356,2767368.488018661,50.0
301300.87784376676,2767370.5985304853,50.0
301306.6128223234,2767372.871389373,50.0
301312.7574422055,2767375.3065953245,50.0
301319.3117034131,2767377.9041483393,50.0
301326.27560594614,2767380.6640484175,50.0
301333.64914980467,2767383.586295559,50.0
301341.43233498867,2767386.670889764,50.0
301349.62516149814,2767389.9178310325,50.0
301358.2276293331,2767393.3271193644,50.0
301367.2397384935,2767396.8987547597,50.0
301376.6614889794,2767400.6327372184,50.0
301386.4928807908,2767404.5290667405,50.0
301396.73391392763,2767408.587743326,50.0
301407.38458838995,2767412.808766975,50.0
301418.44490417774,2767417.1921376875,50.0
301429.914861291,2767421.7378554633,50.0
301441.79445972975,2767426.4459203025,50.0
301454.08369949396,2767431.316332205,50.0
301466.78258058365,2767436.3490911713,50.0
301479.8911029988,2767441.544197201,50.0
301493.40926673944,2767446.9016502937,50.0
301507.33707180555,2767452.42145045,50.0
301521.67451819713,2767458.10359767,50.0
301536.4216059142,2767463.948091953,50.0
301551.5783349567,2767469.9549332997,50.0
301567.1447053247,2767476.1241217097,50.0
301583.1207170182,2767482.455657183,50.0
301599.50637003715,2767488.94953972,50.0
301616.3016643816,2767495.6057693204,50.0
301633.5066000515,2767502.424345984,50.0
301651.12117704685,2767509.4052697113,50.0
301669.1453953677,2767516.548540502,50.0
301687.579255014,2767523.854158356,50.0
301706.4227559858,2767531.3221232733,50.0
301725.6758982831,2767538.952435254,50.0
301745.3386819058,2767546.7450942984,50.0
301765.41110685404,2767554.700100406,50.0
301785.8931731277,2767562.817453577,50.0
301806.7848807269,2767571.0971538117,50.0
301828.0862296515,2767579.5392011097,50.0
301849.79721990164,2767588.143595471,50.0
301871.9178514772,2767596.910336896,50.0
301894.4481243783,2767605.839425384,50.0
301917.3880386048,2767614.9308609357,50.0
301940.7375941568,2767624.184643551,50.0
301964.4967910343,2767633.6007732293,50.0
301988.66562923725,2767643.179249971,50.0
302013.2441087657,2767652.9200737765,50.0
302038.2322296196,2767662.8232446453,50.0
302063.62999179895,2767672.8887625774,50.0
302089.4373953038,2767683.116627573,50.0
302115.6544401341,2767693.506839632,50.0
302142.2811262899,2767704.0593987545,50.0
302169.3174537712,2767714.7743049404,50.0
302196.76342257793,2767725.6515581897,50.0
302224.61903271015,2767736.6911585024,50.0
302252.88428416784,2767747.8931058785,50.0
302281.559176951,2767759.257400318,50.0
302310.64371105965,2767770.784041821,50.0
302340.13788649376,2767782.4730303874,50.0
302370.04170325334,2767794.3243660172,50.0
302400.3551613384,2767806.3380487105,50.0
302431.07826074894,2767818.514078467,50.0
302462.21100148495,2767830.8524552872,50.0
302493.7533835464,2767843.3531791708,50.0
302527.7233897739,2767854.9532028874,50.0
302562.12890890177,2767866.701944857,50.0
302596.96994092996,2767878.599405079,50.0
302632.2464858585,2767890.645583554,50.0
302667.9585436874,2767902.840480282,50.0
302704.1061144167,2767915.1840952625,50.0
302740.6891980463,2767927.676428496,50.0
302777.70779457624,2767940.317479982,50.0
302815.16190400656,2767953.107249721,50.0
302853.0515263372,2767966.0457377126,50.0
302891.37666156824,2767979.132943957,50.0
302930.1373096996,2767992.3688684544,50.0
302969.33347073133,2768005.7535112044,50.0
303008.9651446634,2768019.286872207,50.0
303045.10346057947,2768034.5414268365,50.0
303081.6345842772,2768049.9617918422,50.0
303118.5585157567,2768065.5479672244,50.0
303155.87525501783,2768081.299952983,50.0
303193.5848020607,2768097.217749118,50.0
303231.6871568852,2768113.301355629,50.0
303270.18231949146,2768129.550772517,50.0
303309.0702898794,2768145.965999781,50.0
303348.351068049,2768162.5470374217,50.0
303388.02465400036,2768179.2938854387,50.0
303428.0910477334,2768196.206543832,50.0
303468.5502492481,2768213.285012602,50.0
303509.4022585445,2768230.529291748,50.0
303550.64707562263,2768247.9393812707,50.0
303592.28470048244,2768265.5152811697,50.0
303634.31513312395,2768283.256991445,50.0
303676.73837354715,2768301.164512097,50.0
303719.55442175205,2768319.237843125,50.0
303762.76327773865,2768337.4769845298,50.0
303806.36494150694,2768355.881936311,50.0
303850.3594130569,2768374.452698468,50.0
303894.7466923886,2768393.189271002,50.0
303939.526779502,2768412.0916539123,50.0
303984.69967439707,2768431.159847199,50.0
304030.26537707384,2768450.393850862,50.0
304076.2238875323,2768469.7936649015,50.0
304122.5752057725,2768489.3592893174,50.0
304169.31933179434,2768509.0907241097,50.0
304216.4562655979,2768528.9879692784,50.0
304263.98600718315,2768549.0510248234,50.0
304311.9085565501,2768569.279890745,50.0
304360.22391369875,2768589.674567043,50.0
304408.9320786291,2768610.235053717,50.0
304458.03305134113,2768630.961350768,50.0
304507.52683183487,2768651.853458195,50.0
304557.4134201103,2768672.9113759985,50.0
304607.69281616743,2768694.1351041785,50.0
304658.36502000625,2768715.524642735,50.0
304709.4300316268,2768737.0799916675,50.0
304760.887851029,2768758.8011509767,50.0
304812.7384782129,2768780.6881206622,50.0
304864.9819131785,2768802.740900724,50.0
304917.6181559258,2768824.9594911626,50.0
304970.6472064548,2768847.3438919773,50.0
305024.0690647655,2768869.8941031685,50.0
305077.8837308579,2768892.610124736,50.0
305132.091204732,2768915.49195668,50.0
305186.6914863878,2768938.5395990005,50.0
305241.6845758253,2768961.7530516973,50.0
305297.07047304447,2768985.1323147705,50.0
305352.84917804535,2769008.67738822,50.0
305409.0206908279,2769032.388272046,50.0
305465.5850113922,2769056.2649662485,50.0
305522.54213973816,2769080.3074708274,50.0
305579.8920758658,2769104.5157857826,50.0
305637.6348197752,2769128.8899111142,50.0
305695.77037146623,2769153.4298468223,50.0
305754.298730939,2769178.1355929067,50.0
305813.21989819343,2769203.0071493676,50.0
305872.5338732296,2769228.044516205,50.0
305932.2406560474,2769253.2476934185,50.0
305992.34024664696,2769278.6166810086,50.0
306043.69179746445,2769307.0880064657,50.0
306095.3767999106,2769335.7442106595,50.0
306147.3952539855,2769364.58529359,50.0
306199.747159689,2769393.6112552574,50.0
306252.43251702125,2769422.8220956614,50.0
306305.45132598217,2769452.217814802,50.0
306358.80358657177,2769481.7984126797,50.0
306412.48929879005,2769511.563889294,50.0
306466.508462637,2769541.514244645,50.0
306520.8610781127,2769571.6494787326,50.0
306575.547145217,2769601.969591557,50.0
306630.56666395004,2769632.474583118,50.0
306685.91963431175,2769663.164453416,50.0
306741.60605630215,2769694.039202451,50.0
306797.6259299212,2769725.098830222,50.0
306853.979255169,2769756.3433367303,50.0
306910.66603204544,2769787.772721975,50.0
306967.6862605506,2769819.3869859567,50.0
307025.0399406844,2769851.186128675,50.0
307082.7270724469,2769883.17015013,50.0
307140.7476558381,2769915.339050322,50.0
307199.10169085796,2769947.6928292504,50.0
307257.7891775065,2769980.2314869156,50.0
307316.81011578377,2770012.9550233176,50.0
307376.1645056897,2770045.8634384563,50.0
307435.8523472243,2770078.956732332,50.0
307495.8736403876,2770112.234904944,50.0
307556.2283851796,2770145.697956293,50.0
307616.91658160026,2770179.3458863785,50.0
307677.9382296496,2770213.178695201,50.0
307739.29332932766,2770247.19638276,50.0
307800.9818806344,2770281.398949056,50.0
307863.0038835698,2770315.7863940885,50.0
307925.3593381339,2770350.358717858,50.0
307988.04824432667,2770385.115920364,50.0
308051.07060214813,2770420.0580016067,50.0
308114.4264115983,2770455.1849615863,50.0
308178.1156726771,2770490.4968003025,50.0
308242.13838538463,2770525.9935177555,50.0
308306.49454972084,2770561.6751139453,50.0
308371.1841656857,2770597.5415888717,50.0
308436.2072332793,2770633.592942535,50.0
308501.56375250156,2770669.829174935,50.0
308567.2537233525,2770706.2502860716,50.0
308633.27714583214,2770742.856275945,50.0
308699.63401994045,2770779.647144555,50.0
308766.32434567745,2770816.622891902,50.0
308833.34812304314,2770853.7835179856,50.0
308901.351973682,2770884.6609220793,50.0
308969.6924770468,2770915.691184609,50.0
309038.36963313754,2770946.874305575,50.0
309099.7247432464,2770981.776520579,50.0
309161.3791465753,2771016.8489902904,50.0
309223.3328431242,2771052.091714709,50.0
309285.5858328932,2771087.504693835,50.0
309348.13811588223,2771123.0879276684,50.0
309410.9896920913,2771158.841416209,50.0
309474.1405615204,2771194.765159457,50.0
309537.59072416957,2771230.8591574123,50.0
309601.34018003877,2771267.123410075,50.0
309665.388929128,2771303.557917445,50.0
309729.7369714373,2771340.1626795223,50.0
309794.3843069666,2771376.937696307,50.0
309859.330935716,2771413.882967799,50.0
309924.5768576854,2771450.9984939983,50.0
309990.12207287486,2771488.284274905,50.0
