TWD97_x,TWD97_y,zp
179195.47552038115,2507359.697338924,50.0
179195.47552038115,2507359.697338924,50.0
179195.55316630137,2507359.6473448873,50.0
179195.7084581418,2507359.547356814,50.0
179195.94139590245,2507359.3973747045,50.0
179196.25197958332,2507359.1973985583,50.0
179196.6402091844,2507358.9474283755,50.0
179197.1060847057,2507358.647464156,50.0
179197.64960614723,2507358.2975059003,50.0
179198.27077350896,2507357.897553608,50.0
179198.96958679092,2507357.447607279,50.0
179199.7460459931,2507356.9476669133,50.0
179200.60015111548,2507356.397732511,50.0
179201.53190215808,2507355.7978040725,50.0
179202.5412991209,2507355.1478815973,50.0
179203.62834200394,2507354.4479650855,50.0
179204.7930308072,2507353.698054537,50.0
179206.03536553067,2507352.8981499523,50.0
179207.35534617436,2507352.048251331,50.0
179208.75297273826,2507351.148358673,50.0
179210.2282452224,2507350.1984719783,50.0
179211.78116362673,2507349.198591247,50.0
179213.4117279513,2507348.1487164795,50.0
179215.11993819606,2507347.0488476753,50.0
179216.90579436105,2507345.8989848346,50.0
179218.76929644626,2507344.699127957,50.0
179220.7104444517,2507343.4492770433,50.0
179222.72923837733,2507342.149432093,50.0
179224.8256782232,2507340.799593106,50.0
179226.99976398927,2507339.3997600824,50.0
179229.25149567556,2507337.9499330223,50.0
179231.58087328207,2507336.4501119256,50.0
179233.9878968088,2507334.9002967924,50.0
179236.47256625575,2507333.3004876226,50.0
179239.0348816229,2507331.6506844163,50.0
179241.6748429103,2507329.9508871734,50.0
179244.39245011788,2507328.201095894,50.0
179247.1877032457,2507326.401310578,50.0
179250.06060229373,2507324.5515312254,50.0
179253.01114726198,2507322.6517578363,50.0
179256.03933815044,2507320.7019904107,50.0
179259.14517495912,2507318.7022289485,50.0
179262.32865768802,2507316.6524734497,50.0
179265.58978633714,2507314.5527239144,50.0
179268.92856090647,2507312.4029803425,50.0
179272.34498139602,2507310.203242734,50.0
179275.83904780578,2507307.953511089,50.0
179279.41076013577,2507305.6537854075,50.0
179283.06011838597,2507303.3040656894,50.0
179286.7871225564,2507300.904351935,50.0
179290.59177264702,2507298.4546441436,50.0
179294.47406865787,2507295.954942316,50.0
179298.43401058894,2507293.4052464515,50.0
179302.47159844023,2507290.8055565506,50.0
179306.58683221173,2507288.155872613,50.0
179310.77971190345,2507285.456194639,50.0
179315.0502375154,2507282.7065226287,50.0
179319.39840904754,2507279.9068565816,50.0
179323.8242264999,2507277.057196498,50.0
179328.3276898725,2507274.1575423777,50.0
179332.9087991653,2507271.207894221,50.0
179337.56755437833,2507268.2082520276,50.0
179342.30395551157,2507265.1586157978,50.0
179347.11800256502,2507262.0589855313,50.0
179352.0096955387,2507258.9093612283,50.0
179356.9790344326,2507255.709742889,50.0
179362.0260192467,2507252.4601305127,50.0
179367.15064998102,2507249.1605241,50.0
179372.35292663556,2507245.810923651,50.0
179377.63284921032,2507242.411329165,50.0
179382.9904177053,2507238.961740643,50.0
179388.4256321205,2507235.462158084,50.0
179393.9384924559,2507231.9125814885,50.0
179399.52899871152,2507228.3130108565,50.0
179405.19715088737,2507224.663446188,50.0
179410.94294898343,2507220.963887483,50.0
179416.7663929997,2507217.2143347412,50.0
179422.6674829362,2507213.414787963,50.0
179428.6462187929,2507209.5652471483,50.0
179434.70260056984,2507205.665712297,50.0
179440.836628267,2507201.716183409,50.0
179447.04830188435,2507197.7166604847,50.0
179453.33762142193,2507193.6671435237,50.0
179459.70458687973,2507189.567632526,50.0
179466.14919825774,2507185.418127492,50.0
179472.67145555597,2507181.2186284214,50.0
179479.27135877442,2507176.969135314,50.0
179485.9489079131,2507172.6696481705,50.0
179492.70410297197,2507168.32016699,50.0
179499.53694395107,2507163.9206917733,50.0
179506.44743085038,2507159.47122252,50.0
179513.43556366992,2507154.97175923,50.0
179520.50134240967,2507150.4223019034,50.0
179527.64476706964,2507145.8228505403,50.0
179534.86583764982,2507141.1734051406,50.0
179542.16455415022,2507136.4739657044,50.0
179549.54091657084,2507131.7245322317,50.0
179556.99492491168,2507126.9251047224,50.0
179564.52657917273,2507122.0756831765,50.0
179572.135879354,2507117.176267594,50.0
179579.82282545549,2507112.226857975,50.0
179587.5874174772,2507107.2274543196,50.0
179595.4296554191,2507102.1780566275,50.0
179603.34953928125,2507097.078664899,50.0
179611.3470690636,2507091.9292791337,50.0
179619.42224476617,2507086.729899332,50.0
179627.57506638896,2507081.4805254936,50.0
179635.80553393197,2507076.1811576188,50.0
179644.1136473952,2507070.8317957073,50.0
179652.49940677863,2507065.4324397594,50.0
179660.9628120823,2507059.983089775,50.0
179669.50386330616,2507054.4837457538,50.0
179678.12256045025,2507048.934407696,50.0
179686.81890351456,2507043.335075602,50.0
179695.5928924991,2507037.685749471,50.0
179704.44452740383,2507031.986429304,50.0
179713.3738082288,2507026.2371151,50.0
179722.38073497397,2507020.4378068596,50.0
179731.46530763936,2507014.5885045826,50.0
179740.62752622497,2507008.689208269,50.0
179749.8673907308,2507002.739917919,50.0
179759.18490115684,2506996.7406335324,50.0
179768.5800575031,2506990.691355109,50.0
179778.05285976958,2506984.5920826495,50.0
179787.60330795628,2506978.442816153,50.0
179797.2314020632,2506972.2435556203,50.0
179806.93714209032,2506965.994301051,50.0
179816.72052803767,2506959.695052445,50.0
179826.58155990523,2506953.3458098024,50.0
179836.520237693,2506946.9465731233,50.0
179846.536561401,2506940.4973424077,50.0
179856.63053102922,2506933.9981176555,50.0
179866.80214657765,2506927.448898867,50.0
179877.0514080463,2506920.8496860415,50.0
179887.37831543517,2506914.2004791796,50.0
179897.78286874425,2506907.501278281,50.0
179908.26506797355,2506900.7520833462,50.0
179918.82491312307,2506893.9528943747,50.0
179929.4624041928,2506887.1037113667,50.0
179940.17754118275,2506880.204534322,50.0
179950.97032409292,2506873.255363241,50.0
179961.8407529233,2506866.256198123,50.0
179972.7888276739,2506859.207038969,50.0
179983.81454834473,2506852.107885778,50.0
179992.0761296427,2506841.6842292324,50.0
180000.39548423645,2506831.1876799837,50.0
180014.84065209088,2506830.2629763093,50.0
180029.38544179258,2506829.331895368,50.0
180044.02985334155,2506828.3944371603,50.0
180058.7738867378,2506827.450601686,50.0
180073.6175419813,2506826.5003889445,50.0
180088.5608190721,2506825.5437989365,50.0
180103.60371801016,2506824.580831662,50.0
180118.7462387955,2506823.6114871204,50.0
180133.9883814281,2506822.6357653122,50.0
180149.33014590797,2506821.6536662374,50.0
180164.7715322351,2506820.665189896,50.0
180180.31254040953,2506819.6703362875,50.0
180195.95317043122,2506818.6691054124,50.0
180211.6934223002,2506817.6614972707,50.0
180227.53329601642,2506816.647511862,50.0
180243.47279157993,2506815.627149187,50.0
180259.5119089907,2506814.600409245,50.0
180275.65064824876,2506813.5672920365,50.0
180291.88900935408,2506812.527797561,50.0
180308.22699230668,2506811.481925819,50.0
180324.66459710654,2506810.4296768103,50.0
180341.20182375368,2506809.371050535,50.0
180357.8386722481,2506808.3060469925,50.0
180374.57514258978,2506807.2346661836,50.0
