lng,lat,num
120.44083333333333,23.46277777777698,0
120.41298917477154,23.46479237077125,1
120.38393462864968,23.46835141530045,2
120.35879928005563,23.468342294645772,3
120.3446824340286,23.46805243123596,4
120.33881917605994,23.4683909213075,5
120.33604544595516,23.46838802375913,6
120.33471597120351,23.46900499210164,7
120.33456545379984,23.47144138887734,8
120.33552325338098,23.47542798924597,9
120.3382800608658,23.48080240682908,10
120.34429278514365,23.487513970762308,11
120.354847246715,23.493491873085702,12
120.37113105521816,23.495312378795237,13
120.39435092087459,23.493726692116745,14
120.42396207724919,23.488273796887512,15
120.45012895142233,23.48341915001992,16
120.46210387215072,23.481681598205725,17
120.46393351583296,23.481331440731985,18
120.45298756503266,23.4832952376444,19
120.43722095050168,23.485043524096923,20
120.41250562832346,23.487595379591603,21
120.38532394567122,23.485828967580666,22
120.36154963760082,23.482264919917238,23
120.32316967920235,23.467682428603787,24
120.29039432351354,23.461699237487835,25
120.27001850944475,23.457672240497164,26
120.26094739917501,23.457002588013054,27
120.26158123708744,23.45952121035451,28
120.26853335966689,23.464556073250648,29
120.2776339606679,23.468150842327113,30
120.28615856588175,23.46821580548169,31
120.29181950919123,23.46937716703689,32
120.29474338950459,23.473148891627666,33
120.2972107402024,23.479179249266075,34
120.30141052099842,23.487678290243434,35
120.30805958277757,23.499048446188084,36
120.31118776396586,23.512932699607425,37
120.31726143499034,23.524372070904498,38
120.32007358882655,23.524439085955752,39
120.32778616216841,23.525265728304248,40
120.33526738882587,23.525553283536965,41
120.33868335235401,23.524511705294927,42
120.3378706296512,23.52446109431401,43
120.32749420932089,23.521443116109765,44
120.30739567330859,23.511293039457467,45
120.28059093291144,23.502022465544037,46
120.24589795574217,23.504145520127512,47
120.20780842168398,23.502485973231465,48
120.1746355292183,23.497507487004327,49
120.15635090068291,23.48805965735052,50
120.14635726059909,23.478575771827185,51
120.14202481817415,23.47017973374261,52
120.14182304190832,23.46637299412182,53
120.14433239426717,23.46666216503478,54
120.14782180344129,23.467401371982596,55
120.15071023714268,23.467445141640265,56
120.15215066863115,23.46745058531946,57
120.15157016831928,23.467314121333647,58
120.14860113852906,23.466024817823012,59
120.14336162124432,23.46354030819259,60
120.13455279632639,23.460025515014035,61
120.12260160785931,23.452799988603285,62
120.11043219942921,23.44180896031169,63
120.09664380281203,23.422264010679154,64
120.08803465486717,23.40313495260354,65
120.08101486672471,23.387779538713442,66
120.07602246070314,23.377350150895804,67
120.06185618026849,23.370590827846794,68
120.0411162533478,23.365235355035527,69
120.0158222361974,23.360411606431533,70
119.98324715995807,23.35998658023046,71
119.95711510941966,23.32806165859769,72
119.92841457049104,23.29160973493618,73
