xp,yp,Hour,ymdh,zp
214690.85501306076,2669881.8573183604,hour=0,ymd=2022071212_50,50.0
212475.0051159816,2671282.47471286,hour=1,ymd=2022071211_50,50.0
210226.88865898494,2672686.2927675806,hour=2,ymd=2022071210_50,50.0
209943.5658204401,2674230.670020934,hour=3,ymd=2022071209_50,50.0
209616.28434893992,2675608.106672436,hour=4,ymd=2022071208_50,50.0
209114.03206256535,2676860.67705673,hour=5,ymd=2022071207_50,50.0
208615.59892212917,2677922.580342293,hour=6,ymd=2022071206_50,50.0
208264.3008661451,2678406.990354359,hour=7,ymd=2022071205_50,50.0
208016.2313377293,2678604.233986214,hour=8,ymd=2022071204_50,50.0
207871.91407903974,2678505.6956719514,hour=9,ymd=2022071203_50,50.0
207852.3370493943,2678098.482972672,hour=10,ymd=2022071202_50,50.0
207289.52800036912,2677826.8790874016,hour=11,ymd=2022071201_50,50.0
204906.824039861,2676131.1613314766,hour=12,ymd=2022071200_50,50.0
202560.34872613792,2674289.896115126,hour=13,ymd=2022071123_50,50.0
201437.64484994058,2673065.484746607,hour=14,ymd=2022071122_50,50.0
201262.96404917762,2671831.238811286,hour=15,ymd=2022071121_50,50.0
202038.1000429675,2671833.8849243047,hour=16,ymd=2022071120_50,50.0
203440.45110366718,2671567.954498741,hour=17,ymd=2022071119_50,50.0
204510.283476571,2671114.026847611,hour=18,ymd=2022071118_50,50.0
205527.61136249677,2670575.637954901,hour=19,ymd=2022071117_50,50.0
206821.08014986888,2669991.9986339463,hour=20,ymd=2022071116_50,50.0
208595.656438867,2669569.815853348,hour=21,ymd=2022071115_50,50.0
210920.46884168164,2669034.541644668,hour=22,ymd=2022071114_50,50.0
213008.70775204003,2668833.817374276,hour=23,ymd=2022071113_50,50.0
211472.65098936707,2670797.879304195,hour=24,ymd=2022071112_50,50.0
209878.48960408792,2672672.730687948,hour=25,ymd=2022071111_50,50.0
209662.80501233265,2674552.197932096,hour=26,ymd=2022071110_50,50.0
208918.99635836334,2676129.078779163,hour=27,ymd=2022071109_50,50.0
208267.1372612551,2677546.7705714125,hour=28,ymd=2022071108_50,50.0
207660.414300932,2678643.4935785625,hour=29,ymd=2022071107_50,50.0
207185.9472962454,2679410.731412599,hour=30,ymd=2022071106_50,50.0
206900.7430472769,2679734.551378114,hour=31,ymd=2022071105_50,50.0
206081.56220836416,2679098.189640565,hour=32,ymd=2022071104_50,50.0
204599.80981644467,2677760.4393124264,hour=33,ymd=2022071103_50,50.0
201427.87050917224,2675750.545377968,hour=34,ymd=2022071102_50,50.0
200355.0874741398,2673956.880060395,hour=35,ymd=2022071101_50,50.0
200241.30855396614,2672487.0835524406,hour=36,ymd=2022071100_50,50.0
200090.33206197844,2671657.901166696,hour=37,ymd=2022071023_50,50.0
200148.639346803,2670827.0605568774,hour=38,ymd=2022071022_50,50.0
200981.24439278097,2669437.844931055,hour=39,ymd=2022071021_50,50.0
201762.60003463776,2669711.127693262,hour=40,ymd=2022071020_50,50.0
203164.79527534396,2669446.3074655645,hour=41,ymd=2022071019_50,50.0
204406.8065712884,2668935.126615164,hour=42,ymd=2022071018_50,50.0
206610.7693354696,2667687.9635076383,hour=43,ymd=2022071017_50,50.0
208247.77812271417,2666560.92983877,hour=44,ymd=2022071016_50,50.0
209909.628379187,2666435.885082164,hour=45,ymd=2022071015_50,50.0
211710.69010086954,2666193.073548966,hour=46,ymd=2022071014_50,50.0
213128.38934440204,2667712.833729678,hour=47,ymd=2022071013_50,50.0
212548.6566910077,2669496.724325069,hour=48,ymd=2022071012_50,50.0
210838.71259986647,2671456.5186491096,hour=49,ymd=2022071011_50,50.0
209850.39649037868,2673186.2479449743,hour=50,ymd=2022071010_50,50.0
209810.68059100062,2674804.1360191936,hour=51,ymd=2022071009_50,50.0
209174.84883118645,2676220.071047687,hour=52,ymd=2022071008_50,50.0
208672.59654481188,2677472.6414319808,hour=53,ymd=2022071007_50,50.0
208189.16851685234,2678350.0557248527,hour=54,ymd=2022071006_50,50.0
207837.87046086826,2678834.465736919,hour=55,ymd=2022071005_50,50.0
207589.80093245246,2679031.7093687737,hour=56,ymd=2022071004_50,50.0
207445.4836737629,2678933.1710545113,hour=57,ymd=2022071003_50,50.0
207425.90664411747,2678525.958355232,hour=58,ymd=2022071002_50,50.0
207515.46858551764,2677830.0128981983,hour=59,ymd=2022071001_50,50.0
205821.52759785615,2676716.657393952,hour=60,ymd=2022071000_50,50.0
203183.79075679593,2674496.1667102138,hour=61,ymd=2022070923_50,50.0
202061.0868805986,2673271.7553416947,hour=62,ymd=2022070922_50,50.0
201860.65740216212,2671836.8046445856,hour=63,ymd=2022070921_50,50.0
202635.40264080898,2671822.4477597782,hour=64,ymd=2022070920_50,50.0
203999.01882620217,2671566.561829468,hour=65,ymd=2022070919_50,50.0
204738.6516198671,2671222.432648299,hour=66,ymd=2022070918_50,50.0
205755.97950579287,2670684.0437555886,hour=67,ymd=2022070917_50,50.0
207059.88221531422,2670090.023276705,hour=68,ymd=2022070916_50,50.0
208858.87973790677,2669669.099282186,hour=69,ymd=2022070915_50,50.0
211273.6143419078,2668861.3404038954,hour=70,ymd=2022070914_50,50.0
213164.25948671313,2668817.1356599103,hour=71,ymd=2022070913_50,50.0
211609.16878780784,2670722.930682018,hour=72,ymd=2022070912_50,50.0
209900.59093143107,2672577.832650877,hour=73,ymd=2022070911_50,50.0
209684.9063396758,2674457.2998950253,hour=74,ymd=2022070910_50,50.0
208992.30443149494,2676037.163085885,hour=75,ymd=2022070909_50,50.0
208340.4453343867,2677454.8548781346,hour=76,ymd=2022070908_50,50.0
207743.62009004937,2678566.3431109483,hour=77,ymd=2022070907_50,50.0
207269.15308536278,2679333.5809449847,hour=78,ymd=2022070906_50,50.0
206945.89768749816,2679749.854894443,hour=79,ymd=2022070905_50,50.0
206126.71684858543,2679113.4931568936,hour=80,ymd=2022070904_50,50.0
204651.8664016944,2677772.8848666423,hour=81,ymd=2022070903_50,50.0
201484.66271389244,2675772.182739238,hour=82,ymd=2022070902_50,50.0
200362.25606014175,2673968.0703805895,hour=83,ymd=2022070901_50,50.0
200248.4771399681,2672498.273872635,hour=84,ymd=2022070900_50,50.0
200104.5840152089,2671661.9938538824,hour=85,ymd=2022070823_50,50.0
200162.89130003346,2670831.1532440637,hour=86,ymd=2022070822_50,50.0
200983.15412536115,2669478.8958214526,hour=87,ymd=2022070821_50,50.0
201764.50976721794,2669752.1785836597,hour=88,ymd=2022070820_50,50.0
203166.70500792415,2669487.358355962,hour=89,ymd=2022070819_50,50.0
204402.39707742483,2668978.27878442,hour=90,ymd=2022070818_50,50.0
206488.99197310806,2667801.2192280064,hour=91,ymd=2022070817_50,50.0
208161.5749403149,2666676.7695727604,hour=92,ymd=2022070816_50,50.0
209823.42519678772,2666551.724816154,hour=93,ymd=2022070815_50,50.0
211626.22312330306,2666384.1270634145,hour=94,ymd=2022070814_50,50.0
213113.09701669627,2667928.243390283,hour=95,ymd=2022070813_50,50.0
212350.7741393637,2669742.3960906775,hour=96,ymd=2022070812_50,50.0
210640.83004822247,2671702.190414718,hour=97,ymd=2022070811_50,50.0
209823.15025955663,2673434.7966020317,hour=98,ymd=2022070810_50,50.0
209673.7056192033,2675046.293939552,hour=99,ymd=2022070809_50,50.0
209021.84652209506,2676463.9857318015,hour=100,ymd=2022070808_50,50.0
208519.5942357205,2677716.5561160953,hour=101,ymd=2022070807_50,50.0
208042.2486039143,2678519.1868882687,hour=102,ymd=2022070806_50,50.0
207690.95054793023,2679003.596900335,hour=103,ymd=2022070805_50,50.0
207442.88101951443,2679200.8405321897,hour=104,ymd=2022070804_50,50.0
207298.56376082488,2679102.3022179273,hour=105,ymd=2022070803_50,50.0
207278.98673117944,2678695.089518648,hour=106,ymd=2022070802_50,50.0
207425.60210705586,2677962.0330551234,hour=107,ymd=2022070801_50,50.0
206048.89206279107,2676911.535798047,hour=108,ymd=2022070800_50,50.0
203330.74964728244,2674558.3302794513,hour=109,ymd=2022070723_50,50.0
202208.0457710851,2673333.9189109323,hour=110,ymd=2022070722_50,50.0
202002.71616686173,2671860.7729095337,hour=111,ymd=2022070721_50,50.0
202777.056749985,2671828.8081771755,hour=112,ymd=2022070720_50,50.0
204051.38997879662,2671593.598763675,hour=113,ymd=2022070719_50,50.0
204791.02277246155,2671249.469582506,hour=114,ymd=2022070718_50,50.0
205808.35065838732,2670711.080689796,hour=115,ymd=2022070717_50,50.0
207120.7469466407,2670108.6095841066,hour=116,ymd=2022070716_50,50.0
208919.74446923324,2669687.685589588,hour=117,ymd=2022070715_50,50.0
211347.23197440096,2668829.983647293,hour=118,ymd=2022070714_50,50.0
213194.37418006398,2668828.7330281087,hour=119,ymd=2022070713_50,50.0
211622.36332216897,2670725.516215975,hour=120,ymd=2022070712_50,50.0
209913.7854657922,2672580.418184834,hour=121,ymd=2022070711_50,50.0
