xp,yp,Hour,ymdh,zp
214690.85501306076,2669881.8573183604,hour=0,ymd=2022072112_50,50.0
212516.37287699003,2671520.864066895,hour=1,ymd=2022072111_50,50.0
210606.83014028092,2672522.048760917,hour=2,ymd=2022072110_50,50.0
209982.2873878846,2672950.1881373893,hour=3,ymd=2022072109_50,50.0
209973.3061278308,2672724.105867735,hour=4,ymd=2022072108_50,50.0
209989.3363902256,2671820.617992183,hour=5,ymd=2022072107_50,50.0
210568.7703138873,2671025.494682541,hour=6,ymd=2022072106_50,50.0
211216.42670708746,2669957.9765388872,hour=7,ymd=2022072105_50,50.0
211847.10432935358,2668732.4272135776,hour=8,ymd=2022072104_50,50.0
211726.4327005841,2666813.1485087555,hour=9,ymd=2022072103_50,50.0
210790.83937645555,2664740.620640328,hour=10,ymd=2022072102_50,50.0
209920.95453548842,2662641.313604068,hour=11,ymd=2022072101_50,50.0
209964.7521756407,2661651.7773391865,hour=12,ymd=2022072100_50,50.0
209981.85496516377,2660470.71440069,hour=13,ymd=2022072023_50,50.0
209583.60959206373,2659386.389131874,hour=14,ymd=2022072022_50,50.0
209288.7167794317,2658449.411919892,hour=15,ymd=2022072021_50,50.0
209474.4339359984,2657395.131008804,hour=16,ymd=2022072020_50,50.0
209436.51321824305,2655460.146316953,hour=17,ymd=2022072019_50,50.0
209402.8513883277,2652614.8267764896,hour=18,ymd=2022072018_50,50.0
209726.87502514935,2650161.9994889647,hour=19,ymd=2022072017_50,50.0
210832.41251560292,2649248.4115023054,hour=20,ymd=2022072016_50,50.0
212671.07325496516,2648794.185392771,hour=21,ymd=2022072015_50,50.0
213733.44614208108,2650167.2630138467,hour=22,ymd=2022072014_50,50.0
215854.39340557522,2652371.376285642,hour=23,ymd=2022072013_50,50.0
216175.95463486938,2654100.467495672,hour=24,ymd=2022072012_50,50.0
216952.55424382715,2655290.4328416805,hour=25,ymd=2022072011_50,50.0
217573.25077007143,2656460.534689627,hour=26,ymd=2022072010_50,50.0
218538.6937302499,2656834.072554372,hour=27,ymd=2022072009_50,50.0
218980.78228631188,2657246.01475588,hour=28,ymd=2022072008_50,50.0
218984.80343732462,2657713.27139312,hour=29,ymd=2022072007_50,50.0
218981.9458166225,2657977.6133199395,hour=30,ymd=2022072006_50,50.0
218977.89715202284,2658173.7592232213,hour=31,ymd=2022072005_50,50.0
218978.09268638157,2658350.8957679295,hour=32,ymd=2022072004_50,50.0
218823.05197164082,2658693.035049411,hour=33,ymd=2022072003_50,50.0
218435.29585383498,2659206.829728978,hour=34,ymd=2022072002_50,50.0
217745.3075842526,2659782.3716037446,hour=35,ymd=2022072001_50,50.0
216327.30158765652,2659904.864406888,hour=36,ymd=2022072000_50,50.0
213640.0471834246,2659832.5243411525,hour=37,ymd=2022071923_50,50.0
210799.05833203383,2659821.432633733,hour=38,ymd=2022071922_50,50.0
209766.7380150225,2659123.660838732,hour=39,ymd=2022071921_50,50.0
209952.4551715892,2658069.379927644,hour=40,ymd=2022071920_50,50.0
209964.48906891645,2657073.3027066397,hour=41,ymd=2022071919_50,50.0
209972.84629403372,2654939.873741712,hour=42,ymd=2022071918_50,50.0
210032.25803494212,2653683.4833593997,hour=43,ymd=2022071917_50,50.0
211304.3243241286,2652240.8959642383,hour=44,ymd=2022071916_50,50.0
213264.96713495013,2651420.707195926,hour=45,ymd=2022071915_50,50.0
215048.97586291787,2652222.9565555635,hour=46,ymd=2022071914_50,50.0
217913.68622400743,2654827.7655467275,hour=47,ymd=2022071913_50,50.0
218748.4467323212,2655961.9109219196,hour=48,ymd=2022071912_50,50.0
219413.74912253153,2657573.4611125025,hour=49,ymd=2022071911_50,50.0
219877.47318452728,2658817.194824192,hour=50,ymd=2022071910_50,50.0
220133.6346398903,2659839.488882461,hour=51,ymd=2022071909_50,50.0
220797.17088129875,2659831.4921990647,hour=52,ymd=2022071908_50,50.0
221071.95910097324,2659837.60696187,hour=53,ymd=2022071907_50,50.0
221169.65046107993,2659835.0803588084,hour=54,ymd=2022071906_50,50.0
221218.58583322485,2659831.9555884018,hour=55,ymd=2022071905_50,50.0
221285.7921490375,2659833.928718383,hour=56,ymd=2022071904_50,50.0
221307.15934368075,2659997.537898461,hour=57,ymd=2022071903_50,50.0
221217.2515436098,2660383.29439346,hour=58,ymd=2022071902_50,50.0
220960.24991596342,2660922.0446306863,hour=59,ymd=2022071901_50,50.0
220460.36285246015,2661507.454744468,hour=60,ymd=2022071900_50,50.0
219673.5685123712,2662043.801512758,hour=61,ymd=2022071823_50,50.0
218239.8223361805,2662268.666548357,hour=62,ymd=2022071822_50,50.0
215975.78153167517,2661957.044125647,hour=63,ymd=2022071821_50,50.0
213123.23182020933,2659888.060624749,hour=64,ymd=2022071820_50,50.0
211230.48725479693,2659209.0883319774,hour=65,ymd=2022071819_50,50.0
210056.11574539394,2658355.4968616315,hour=66,ymd=2022071818_50,50.0
209988.3436022954,2657329.724883406,hour=67,ymd=2022071817_50,50.0
210980.29176714589,2656136.9441508935,hour=68,ymd=2022071816_50,50.0
213197.98245008235,2655094.855438745,hour=69,ymd=2022071815_50,50.0
215858.53088016753,2654977.6490112343,hour=70,ymd=2022071814_50,50.0
219397.66633744483,2657091.6603475013,hour=71,ymd=2022071813_50,50.0
220181.8454008097,2658509.3347943523,hour=72,ymd=2022071812_50,50.0
220892.61582658385,2659857.6439545774,hour=73,ymd=2022071811_50,50.0
222098.94035451804,2660658.1560871475,hour=74,ymd=2022071810_50,50.0
222011.52524175812,2662075.8549899333,hour=75,ymd=2022071809_50,50.0
221979.45944720638,2662628.267268537,hour=76,ymd=2022071808_50,50.0
221980.87758910973,2662653.481836241,hour=77,ymd=2022071807_50,50.0
221981.165446808,2662494.7651836243,hour=78,ymd=2022071806_50,50.0
221975.61475728024,2662369.805763163,hour=79,ymd=2022071805_50,50.0
221978.60110205217,2662386.1921897177,hour=80,ymd=2022071804_50,50.0
221978.81970055625,2662581.721818518,hour=81,ymd=2022071803_50,50.0
221781.5767163992,2663148.987456519,hour=82,ymd=2022071802_50,50.0
221026.0484808892,2664438.0218550153,hour=83,ymd=2022071801_50,50.0
219883.08246691377,2665989.6767844297,hour=84,ymd=2022071800_50,50.0
218364.3639497891,2667889.9438697137,hour=85,ymd=2022071723_50,50.0
216922.20531635583,2669315.7548449524,hour=86,ymd=2022071722_50,50.0
215983.72913710625,2670223.1609921716,hour=87,ymd=2022071721_50,50.0
215971.4920781538,2671162.4805708267,hour=88,ymd=2022071720_50,50.0
