xp,yp,Hour,ymdh,zp
214690.85501306076,2669881.8573183604,hour=0,ymd=2022051312_50,50.0
214263.4151548924,2671409.5305735655,hour=1,ymd=2022051311_50,50.0
213782.73723291923,2671823.7133427337,hour=2,ymd=2022051310_50,50.0
213505.73465148677,2671824.5483042523,hour=3,ymd=2022051309_50,50.0
213558.73600541372,2671830.481967155,hour=4,ymd=2022051308_50,50.0
213821.40226841663,2671832.0098344535,hour=5,ymd=2022051307_50,50.0
214120.90220883992,2671832.1325191036,hour=6,ymd=2022051306_50,50.0
214287.98259760943,2671822.7336482704,hour=7,ymd=2022051305_50,50.0
214217.68019559738,2671826.3642711863,hour=8,ymd=2022051304_50,50.0
213846.45038199928,2671839.170224555,hour=9,ymd=2022051303_50,50.0
213169.69691157844,2671841.368665077,hour=10,ymd=2022051302_50,50.0
212979.6939784581,2671902.2325098403,hour=11,ymd=2022051301_50,50.0
212973.07154218983,2671968.434009274,hour=12,ymd=2022051300_50,50.0
212977.98598487434,2671967.932203585,hour=13,ymd=2022051223_50,50.0
212974.1204319423,2671883.202481194,hour=14,ymd=2022051222_50,50.0
212978.147565219,2671832.0154137504,hour=15,ymd=2022051221_50,50.0
212980.4126212731,2671833.219424397,hour=16,ymd=2022051220_50,50.0
212922.50559795686,2671832.3473407435,hour=17,ymd=2022051219_50,50.0
212449.157498449,2671842.3698219685,hour=18,ymd=2022051218_50,50.0
211565.07938911012,2672135.5281755356,hour=19,ymd=2022051217_50,50.0
210143.70563198617,2672862.327313426,hour=20,ymd=2022051216_50,50.0
209875.1087291277,2673942.372760023,hour=21,ymd=2022051215_50,50.0
208813.48200175716,2675854.250409658,hour=22,ymd=2022051214_50,50.0
206980.17437104313,2678639.9702350004,hour=23,ymd=2022051213_50,50.0
209060.10842923252,2677549.141373406,hour=24,ymd=2022051212_50,50.0
210247.77366914033,2676384.8516386515,hour=25,ymd=2022051211_50,50.0
210919.5558708179,2674818.616724885,hour=26,ymd=2022051210_50,50.0
212363.05384554146,2674603.322027526,hour=27,ymd=2022051209_50,50.0
212979.4952713716,2673893.4020356964,hour=28,ymd=2022051208_50,50.0
212985.9129144828,2672779.027624008,hour=29,ymd=2022051207_50,50.0
212977.09918898522,2671822.0812115693,hour=30,ymd=2022051206_50,50.0
213155.6352791506,2671827.212994753,hour=31,ymd=2022051205_50,50.0
213083.64584386154,2671828.605432088,hour=32,ymd=2022051204_50,50.0
212986.2492904718,2671835.946661974,hour=33,ymd=2022051203_50,50.0
212973.16063380978,2671842.9693373856,hour=34,ymd=2022051202_50,50.0
212972.44675464174,2671927.2818348114,hour=35,ymd=2022051201_50,50.0
212981.51029746412,2671995.690357942,hour=36,ymd=2022051200_50,50.0
212972.54820698677,2671994.622825388,hour=37,ymd=2022051123_50,50.0
212980.88822304635,2671909.4332807343,hour=38,ymd=2022051122_50,50.0
212973.5661464165,2671839.622379761,hour=39,ymd=2022051121_50,50.0
212979.30307834494,2671832.5880737165,hour=40,ymd=2022051120_50,50.0
212923.39090873944,2671833.303424173,hour=41,ymd=2022051119_50,50.0
212449.40063317763,2671842.7800786933,hour=42,ymd=2022051118_50,50.0
211565.32252383875,2672135.9384322604,hour=43,ymd=2022051117_50,50.0
210143.9487667148,2672862.7375701508,hour=44,ymd=2022051116_50,50.0
209875.35186385634,2673942.783016748,hour=45,ymd=2022051115_50,50.0
208807.10323875668,2675853.7817033,hour=46,ymd=2022051114_50,50.0
206973.07601741786,2678639.4044629997,hour=47,ymd=2022051113_50,50.0
209049.02519917945,2677545.9544662936,hour=48,ymd=2022051112_50,50.0
210246.0706894667,2676387.6709270617,hour=49,ymd=2022051111_50,50.0
210917.85289114426,2674821.4360132953,hour=50,ymd=2022051110_50,50.0
212361.35086586783,2674606.141315936,hour=51,ymd=2022051109_50,50.0
212976.9649062128,2673895.5983068272,hour=52,ymd=2022051108_50,50.0
212986.12671669657,2672783.4958775346,hour=53,ymd=2022051107_50,50.0
212980.87914445336,2671829.5413776566,hour=54,ymd=2022051106_50,50.0
213159.88362652893,2671837.100454942,hour=55,ymd=2022051105_50,50.0
213088.07177369008,2671838.728490759,hour=56,ymd=2022051104_50,50.0
212986.1640078918,2671836.086171065,hour=57,ymd=2022051103_50,50.0
212972.41406291063,2671842.8437768,hour=58,ymd=2022051102_50,50.0
212979.1379951992,2671929.09753064,hour=59,ymd=2022051101_50,50.0
212973.0907114976,2671995.379954276,hour=60,ymd=2022051100_50,50.0
212978.4723775209,2671994.8971966296,hour=61,ymd=2022051023_50,50.0
212972.67326910506,2671910.2403173693,hour=62,ymd=2022051022_50,50.0
212978.92879956673,2671832.31579179,hour=63,ymd=2022051021_50,50.0
212980.6431018509,2671832.878947002,hour=64,ymd=2022051020_50,50.0
212923.44620692954,2671833.484214916,hour=65,ymd=2022051019_50,50.0
212449.45593136773,2671842.960869436,hour=66,ymd=2022051018_50,50.0
211565.37782202885,2672136.1192230033,hour=67,ymd=2022051017_50,50.0
210144.0040649049,2672862.9183608936,hour=68,ymd=2022051016_50,50.0
209875.40716204644,2673942.9638074907,hour=69,ymd=2022051015_50,50.0
208807.15853694678,2675853.9624940427,hour=70,ymd=2022051014_50,50.0
206973.13131560796,2678639.5852537425,hour=71,ymd=2022051013_50,50.0
209049.08049736955,2677546.1352570364,hour=72,ymd=2022051012_50,50.0
210246.1259876568,2676387.8517178046,hour=73,ymd=2022051011_50,50.0
210917.90818933435,2674821.616804038,hour=74,ymd=2022051010_50,50.0
212361.40616405793,2674606.322106679,hour=75,ymd=2022051009_50,50.0
212977.02020440288,2673895.77909757,hour=76,ymd=2022051008_50,50.0
212986.18201488667,2672783.6766682775,hour=77,ymd=2022051007_50,50.0
212981.2197349038,2671829.9615214043,hour=78,ymd=2022051006_50,50.0
213153.23883396052,2671827.5862783366,hour=79,ymd=2022051005_50,50.0
213084.40148716272,2671833.1605887306,hour=80,ymd=2022051004_50,50.0
212983.25960753337,2671836.7535511,hour=81,ymd=2022051003_50,50.0
212975.70172590428,2671845.9931728975,hour=82,ymd=2022051002_50,50.0
212974.02263456248,2671930.053751552,hour=83,ymd=2022051001_50,50.0
212972.57657139414,2671996.9835688057,hour=84,ymd=2022051000_50,50.0
212974.45406237655,2671996.3579508397,hour=85,ymd=2022050923_50,50.0
212975.7849398073,2671911.432462535,hour=86,ymd=2022050922_50,50.0
212979.71973929406,2671833.1967847636,hour=87,ymd=2022050921_50,50.0
212977.89789263802,2671831.377371063,hour=88,ymd=2022050920_50,50.0
212923.18458298026,2671833.6537040407,hour=89,ymd=2022050919_50,50.0
212449.19430741845,2671843.130358561,hour=90,ymd=2022050918_50,50.0
211565.11619807957,2672136.288712128,hour=91,ymd=2022050917_50,50.0
210143.74244095563,2672863.0878500184,hour=92,ymd=2022050916_50,50.0
209875.14553809716,2673943.1332966154,hour=93,ymd=2022050915_50,50.0
208806.8969129975,2675854.1319831675,hour=94,ymd=2022050914_50,50.0
