xp,yp,Hour,ymdh,zp
179195.47552038115,2507359.697338924,hour=0,ymd=2022042812_50,50.0
181645.90999955815,2506833.2324219365,hour=1,ymd=2022042811_50,50.0
184031.22668726128,2506379.2555975337,hour=2,ymd=2022042810_50,50.0
186203.50600464028,2505199.2070880104,hour=3,ymd=2022042809_50,50.0
187742.59253216666,2503838.323200153,hour=4,ymd=2022042808_50,50.0
188620.94401589167,2503823.185974965,hour=5,ymd=2022042807_50,50.0
188759.9006726196,2503827.219998119,hour=6,ymd=2022042806_50,50.0
188123.32357201484,2503802.380350278,hour=7,ymd=2022042805_50,50.0
186730.01370031145,2503515.358416298,hour=8,ymd=2022042804_50,50.0
184666.89804468062,2503086.968426811,hour=9,ymd=2022042803_50,50.0
182237.06284407285,2502378.023884068,hour=10,ymd=2022042802_50,50.0
179567.48056880143,2500920.8773481944,hour=11,ymd=2022042801_50,50.0
176750.7765336534,2499884.846340029,hour=12,ymd=2022042800_50,50.0
174126.11541019884,2497948.141219525,hour=13,ymd=2022042723_50,50.0
170457.0568257397,2494689.899855335,hour=14,ymd=2022042722_50,50.0
167510.39380491656,2494205.6957938042,hour=15,ymd=2022042721_50,50.0
164017.40047033262,2494960.440353109,hour=16,ymd=2022042720_50,50.0
161003.28884236646,2495740.8039615047,hour=17,ymd=2022042719_50,50.0
158891.7952374382,2496479.3489478645,hour=18,ymd=2022042718_50,50.0
157433.0850248797,2495993.4681321797,hour=19,ymd=2022042717_50,50.0
155372.26708835867,2494785.5271524047,hour=20,ymd=2022042716_50,50.0
153087.61176234987,2494067.748806909,hour=21,ymd=2022042715_50,50.0
152141.48368067053,2492777.2712847893,hour=22,ymd=2022042714_50,50.0
149902.6361076286,2491204.982708894,hour=23,ymd=2022042713_50,50.0
146807.3369899666,2491832.921753611,hour=24,ymd=2022042712_50,50.0
143138.15009546038,2491667.4757106216,hour=25,ymd=2022042711_50,50.0
138928.6389043307,2490524.4451514096,hour=26,ymd=2022042710_50,50.0
135618.77791119125,2489657.211147968,hour=27,ymd=2022042709_50,50.0
133512.64967006948,2489956.2168272934,hour=28,ymd=2022042708_50,50.0
131991.28141341117,2490688.5525410227,hour=29,ymd=2022042707_50,50.0
130852.89135305342,2490971.410701634,hour=30,ymd=2022042706_50,50.0
130368.65145517644,2491396.732535796,hour=31,ymd=2022042705_50,50.0
130707.05218171273,2491832.1194822914,hour=32,ymd=2022042704_50,50.0
132054.61082576905,2492120.0369923576,hour=33,ymd=2022042703_50,50.0
134246.03172510062,2492960.0136175766,hour=34,ymd=2022042702_50,50.0
136292.63920932208,2494431.3812354296,hour=35,ymd=2022042701_50,50.0
137870.21347502564,2495078.2652012273,hour=36,ymd=2022042700_50,50.0
138640.91916159485,2496058.726805245,hour=37,ymd=2022042623_50,50.0
139196.87921249066,2496945.4856944284,hour=38,ymd=2022042622_50,50.0
139531.18268319164,2497620.3455981812,hour=39,ymd=2022042621_50,50.0
139267.56447663056,2498166.3476983146,hour=40,ymd=2022042620_50,50.0
138230.9270680462,2498749.173778637,hour=41,ymd=2022042619_50,50.0
136521.7235591029,2498623.8081687656,hour=42,ymd=2022042618_50,50.0
134020.9373005246,2498354.9206155357,hour=43,ymd=2022042617_50,50.0
130426.15691497075,2498320.0363281076,hour=44,ymd=2022042616_50,50.0
125655.88291513073,2500077.0679903687,hour=45,ymd=2022042615_50,50.0
121214.94113280522,2501898.967455967,hour=46,ymd=2022042614_50,50.0
116527.77073053169,2504007.1619397984,hour=47,ymd=2022042613_50,50.0
108961.34824535894,2502444.591373846,hour=48,ymd=2022042612_50,50.0
101688.52051196145,2499225.518076904,hour=49,ymd=2022042611_50,50.0
97906.35919053006,2497307.886143744,hour=50,ymd=2022042610_50,50.0
96773.64217121052,2497027.985842608,hour=51,ymd=2022042609_50,50.0
96855.49026262146,2497916.8363876715,hour=52,ymd=2022042608_50,50.0
97977.21116107088,2500055.741453029,hour=53,ymd=2022042607_50,50.0
99690.32339918,2503421.9111015424,hour=54,ymd=2022042606_50,50.0
101559.11443940681,2507456.578491412,hour=55,ymd=2022042605_50,50.0
103016.60938308146,2510618.8336955085,hour=56,ymd=2022042604_50,50.0
104057.3218573494,2513051.735086374,hour=57,ymd=2022042603_50,50.0
