xp,yp,Hour,ymdh,zp
179195.47552038115,2507359.697338924,hour=0,ymd=2022061412_50,50.0
182520.58666467798,2506343.5125546027,hour=1,ymd=2022061411_50,50.0
185416.30512015652,2504917.8245254215,hour=2,ymd=2022061410_50,50.0
187817.68078152966,2503826.3345919903,hour=3,ymd=2022061409_50,50.0
190062.10510639977,2503727.245600024,hour=4,ymd=2022061408_50,50.0
192141.47409881037,2503572.2737365398,hour=5,ymd=2022061407_50,50.0
193080.63758517188,2503367.0252032015,hour=6,ymd=2022061406_50,50.0
193707.13614726943,2503267.30444584,hour=7,ymd=2022061405_50,50.0
194071.69093592596,2503179.2052806537,hour=8,ymd=2022061404_50,50.0
194220.42681372297,2503041.7528001587,hour=9,ymd=2022061403_50,50.0
194194.87242233512,2502826.9034001227,hour=10,ymd=2022061402_50,50.0
194031.96018253025,2502539.5447930316,hour=11,ymd=2022061401_50,50.0
193764.84618746248,2502210.043492913,hour=12,ymd=2022061400_50,50.0
193426.18958730754,2501864.4349162276,hour=13,ymd=2022061323_50,50.0
193048.9725768244,2501516.97097443,hour=14,ymd=2022061322_50,50.0
192666.5002876198,2501170.119939297,hour=15,ymd=2022061321_50,50.0
192321.375104329,2500839.335914179,hour=16,ymd=2022061320_50,50.0
192142.9359265309,2500839.5401602774,hour=17,ymd=2022061319_50,50.0
192051.17741483115,2500835.7430390953,hour=18,ymd=2022061318_50,50.0
192080.0543826906,2500830.9558320898,hour=19,ymd=2022061317_50,50.0
192244.42658515126,2500839.419735502,hour=20,ymd=2022061316_50,50.0
192488.9452313319,2500844.629565961,hour=21,ymd=2022061315_50,50.0
192340.05139055793,2500831.479387443,hour=22,ymd=2022061314_50,50.0
191978.48680593763,2498653.2693428877,hour=23,ymd=2022061313_50,50.0
194863.28391724025,2496297.690965194,hour=24,ymd=2022061312_50,50.0
197716.47275059615,2494765.1384502607,hour=25,ymd=2022061311_50,50.0
200605.05790053253,2493355.5862867306,hour=26,ymd=2022061310_50,50.0
203125.64717727844,2491878.4587487723,hour=27,ymd=2022061309_50,50.0
205817.92819067035,2491122.661603536,hour=28,ymd=2022061308_50,50.0
207790.25507386719,2491863.4145114995,hour=29,ymd=2022061307_50,50.0
208883.70501946603,2491945.684228908,hour=30,ymd=2022061306_50,50.0
208198.69518845287,2491832.828837001,hour=31,ymd=2022061305_50,50.0
206533.91023877394,2491097.9201315674,hour=32,ymd=2022061304_50,50.0
204658.16266688835,2490433.0651830467,hour=33,ymd=2022061303_50,50.0
202226.78119674456,2490389.1506357803,hour=34,ymd=2022061302_50,50.0
199005.29401120674,2491034.9376558377,hour=35,ymd=2022061301_50,50.0
196081.5835556997,2491863.8560563917,hour=36,ymd=2022061300_50,50.0
194972.45475884565,2492602.1037449585,hour=37,ymd=2022061223_50,50.0
194977.72728020177,2493518.22540613,hour=38,ymd=2022061222_50,50.0
195125.89222542048,2495588.2669620933,hour=39,ymd=2022061221_50,50.0
196170.83005113006,2498739.7292936863,hour=40,ymd=2022061220_50,50.0
197324.95915704817,2501144.5914168926,hour=41,ymd=2022061219_50,50.0
197901.5344297275,2502226.6259354623,hour=42,ymd=2022061218_50,50.0
198154.41472225767,2506528.7641677307,hour=43,ymd=2022061217_50,50.0
199356.52881064676,2510890.1470312076,hour=44,ymd=2022061216_50,50.0
200852.25595818125,2513040.022107248,hour=45,ymd=2022061215_50,50.0
200984.05130787977,2513612.4507981837,hour=46,ymd=2022061214_50,50.0
200878.9656415604,2512704.6858554636,hour=47,ymd=2022061213_50,50.0
200810.2047643833,2512301.948996254,hour=48,ymd=2022061212_50,50.0
200719.0824362658,2511870.8244798263,hour=49,ymd=2022061211_50,50.0
200654.3912636511,2511573.477158614,hour=50,ymd=2022061210_50,50.0
200647.45030306504,2511505.883749316,hour=51,ymd=2022061209_50,50.0
200712.10527658687,2511697.832927166,hour=52,ymd=2022061208_50,50.0
200844.72830251083,2512112.9252855317,hour=53,ymd=2022061207_50,50.0
200977.3938139327,2512748.88040047,hour=54,ymd=2022061206_50,50.0
201525.53769379845,2514131.0388548435,hour=55,ymd=2022061205_50,50.0
202371.27212949088,2515204.8489610613,hour=56,ymd=2022061204_50,50.0
203418.35946295402,2515905.928046568,hour=57,ymd=2022061203_50,50.0
204002.90160056195,2516094.532524768,hour=58,ymd=2022061202_50,50.0
204710.81873273096,2515754.868927169,hour=59,ymd=2022061201_50,50.0
205965.21954139313,2515474.887689817,hour=60,ymd=2022061200_50,50.0
206979.78956640503,2515284.4991626176,hour=61,ymd=2022061123_50,50.0
206982.52684333912,2515256.212554769,hour=62,ymd=2022061122_50,50.0
206987.23995016507,2515448.3602537564,hour=63,ymd=2022061121_50,50.0
206967.65546493224,2515831.9941571984,hour=64,ymd=2022061120_50,50.0
206746.2489314097,2515837.2259432194,hour=65,ymd=2022061119_50,50.0
206107.69039999126,2515841.877926897,hour=66,ymd=2022061118_50,50.0
205166.1347569096,2515881.228697553,hour=67,ymd=2022061117_50,50.0
204162.4759070146,2516165.5538260485,hour=68,ymd=2022061116_50,50.0
203979.88395856498,2516602.594559535,hour=69,ymd=2022061115_50,50.0
203980.07233794956,2516986.3654054743,hour=70,ymd=2022061114_50,50.0
203983.10455697394,2517357.811812135,hour=71,ymd=2022061113_50,50.0
207993.77134626723,2516886.693442049,hour=72,ymd=2022061112_50,50.0
211567.12901261068,2515757.092093578,hour=73,ymd=2022061111_50,50.0
215054.63786184406,2514908.954180958,hour=74,ymd=2022061110_50,50.0
218132.90772298342,2514595.0834660637,hour=75,ymd=2022061109_50,50.0
220045.74920305974,2516295.7375953007,hour=76,ymd=2022061108_50,50.0
221429.63115445516,2518978.519568819,hour=77,ymd=2022061107_50,50.0
222422.4661730527,2522398.2155620637,hour=78,ymd=2022061106_50,50.0
222573.51204534053,2527560.615228969,hour=79,ymd=2022061105_50,50.0
221799.71026704824,2531310.370981991,hour=80,ymd=2022061104_50,50.0
219790.02755985773,2533350.441103875,hour=81,ymd=2022061103_50,50.0
216763.19410697735,2535850.5011064853,hour=82,ymd=2022061102_50,50.0
214803.5403119809,2536689.990944318,hour=83,ymd=2022061101_50,50.0
213906.37719590953,2536830.384175587,hour=84,ymd=2022061100_50,50.0
213764.71703447393,2536835.331377584,hour=85,ymd=2022061023_50,50.0
214229.55535368985,2536837.301528647,hour=86,ymd=2022061022_50,50.0
214928.90157358712,2537254.567179277,hour=87,ymd=2022061021_50,50.0
215785.68357380098,2538208.399270668,hour=88,ymd=2022061020_50,50.0
215977.2934432364,2539837.465919688,hour=89,ymd=2022061019_50,50.0
215974.06933391458,2539843.6614446635,hour=90,ymd=2022061018_50,50.0
215982.56878713882,2539849.0619229204,hour=91,ymd=2022061017_50,50.0
215980.74063203848,2539835.251155322,hour=92,ymd=2022061016_50,50.0
216323.35215978595,2539831.959561312,hour=93,ymd=2022061015_50,50.0
217446.2033390467,2540432.0570065244,hour=94,ymd=2022061014_50,50.0
219713.07916454124,2541475.0323618553,hour=95,ymd=2022061013_50,50.0
222871.12887775796,2541357.1774176587,hour=96,ymd=2022061012_50,50.0
225367.57290168005,2542192.2880212483,hour=97,ymd=2022061011_50,50.0
227666.28604039448,2545494.567787197,hour=98,ymd=2022061010_50,50.0
228284.98623962785,2548946.741729167,hour=99,ymd=2022061009_50,50.0
228631.2379767633,2553801.9488415984,hour=100,ymd=2022061008_50,50.0
228820.24063248644,2559017.414224651,hour=101,ymd=2022061007_50,50.0
228847.09081882602,2563270.8028206048,hour=102,ymd=2022061006_50,50.0
228573.75686489968,2566586.4172053006,hour=103,ymd=2022061005_50,50.0
227971.7133065126,2568864.099712391,hour=104,ymd=2022061004_50,50.0
226932.65343425787,2569932.771310136,hour=105,ymd=2022061003_50,50.0
225427.86511627948,2571141.046502069,hour=106,ymd=2022061002_50,50.0
224403.331811048,2571912.5855546375,hour=107,ymd=2022061001_50,50.0
223739.2230378761,2572510.7935560425,hour=108,ymd=2022061000_50,50.0
223033.81700091242,2573008.0971780396,hour=109,ymd=2022060923_50,50.0
222283.99728693246,2573475.6139030284,hour=110,ymd=2022060922_50,50.0
220801.0682777333,2574544.7080732486,hour=111,ymd=2022060921_50,50.0
218769.81704556374,2575816.213762333,hour=112,ymd=2022060920_50,50.0
216551.43858080535,2575829.701921632,hour=113,ymd=2022060919_50,50.0
215979.35545483595,2575830.4286420173,hour=114,ymd=2022060918_50,50.0
215979.94859644576,2575843.312024973,hour=115,ymd=2022060917_50,50.0
215992.5620965193,2575841.6653040643,hour=116,ymd=2022060916_50,50.0
215989.08554814654,2575952.643149859,hour=117,ymd=2022060915_50,50.0
217150.5510035892,2576399.969480662,hour=118,ymd=2022060914_50,50.0
219531.41260050135,2577489.350539996,hour=119,ymd=2022060913_50,50.0
222106.98417358,2577764.4211119697,hour=120,ymd=2022060912_50,50.0
224404.3496906002,2577988.4862919995,hour=121,ymd=2022060911_50,50.0
