xp,yp,Hour,ymdh,zp
301263.60048314865,2767355.824947714,hour=0,ymd=2022071712_50,50.0
299051.75657159026,2764551.6816900885,hour=1,ymd=2022071711_50,50.0
296605.520273506,2762332.2202651417,hour=2,ymd=2022071710_50,50.0
293917.97138624574,2760702.007963135,hour=3,ymd=2022071709_50,50.0
289660.3239866414,2758864.3436969435,hour=4,ymd=2022071708_50,50.0
285532.68435018446,2757809.8744666977,hour=5,ymd=2022071707_50,50.0
280274.9583697983,2756939.3720496753,hour=6,ymd=2022071706_50,50.0
275398.1501738199,2756755.405674702,hour=7,ymd=2022071705_50,50.0
272155.90258825506,2757389.5052783065,hour=8,ymd=2022071704_50,50.0
270565.9653238946,2758984.8206299045,hour=9,ymd=2022071703_50,50.0
269831.9999351439,2761255.712522442,hour=10,ymd=2022071702_50,50.0
269830.8078504366,2764422.294218997,hour=11,ymd=2022071701_50,50.0
269545.8038314323,2767359.680548007,hour=12,ymd=2022071700_50,50.0
269183.97457913804,2769332.39808636,hour=13,ymd=2022071623_50,50.0
269140.7751971514,2770754.988068363,hour=14,ymd=2022071622_50,50.0
269232.15042582696,2770830.763003281,hour=15,ymd=2022071621_50,50.0
269311.901491694,2770585.651834956,hour=16,ymd=2022071620_50,50.0
269173.61870797334,2769195.529530397,hour=17,ymd=2022071619_50,50.0
268831.0607193022,2767178.9760268168,hour=18,ymd=2022071618_50,50.0
268482.81436277815,2764679.161630018,hour=19,ymd=2022071617_50,50.0
268516.239942557,2761959.760154529,hour=20,ymd=2022071616_50,50.0
269597.2199047197,2758866.905547513,hour=21,ymd=2022071615_50,50.0
271999.61703671404,2754387.877151145,hour=22,ymd=2022071614_50,50.0
274580.592469259,2747935.6617313162,hour=23,ymd=2022071613_50,50.0
279941.3409616638,2747053.569803012,hour=24,ymd=2022071612_50,50.0
284014.16486276576,2747196.7380085425,hour=25,ymd=2022071611_50,50.0
287181.7875777025,2748325.6531680212,hour=26,ymd=2022071610_50,50.0
289588.5779212851,2750093.6515697525,hour=27,ymd=2022071609_50,50.0
290424.671008705,2751380.663128464,hour=28,ymd=2022071608_50,50.0
290603.04866452405,2752753.6830854104,hour=29,ymd=2022071607_50,50.0
288505.79174205643,2753193.135519557,hour=30,ymd=2022071606_50,50.0
285484.67596530897,2753606.6091267564,hour=31,ymd=2022071605_50,50.0
282152.15865468216,2754338.404008644,hour=32,ymd=2022071604_50,50.0
279192.1883095948,2755994.268762032,hour=33,ymd=2022071603_50,50.0
277382.38175772113,2758787.157631586,hour=34,ymd=2022071602_50,50.0
276683.84644034115,2761436.2693984457,hour=35,ymd=2022071601_50,50.0
276651.68224045803,2763661.1985717365,hour=36,ymd=2022071600_50,50.0
277342.75191459974,2765604.3762062737,hour=37,ymd=2022071523_50,50.0
278477.26660672744,2767087.1698045977,hour=38,ymd=2022071522_50,50.0
279598.8737291189,2767891.651407287,hour=39,ymd=2022071521_50,50.0
280721.4385059567,2767830.2978412644,hour=40,ymd=2022071520_50,50.0
282002.6555030139,2767214.719612828,hour=41,ymd=2022071519_50,50.0
283168.2833154591,2765097.8686293275,hour=42,ymd=2022071518_50,50.0
284506.6051960083,2761445.0526701123,hour=43,ymd=2022071517_50,50.0
286482.144803481,2756111.2627534927,hour=44,ymd=2022071516_50,50.0
288999.1765964644,2749880.1126074553,hour=45,ymd=2022071515_50,50.0
290917.4546757581,2742186.102467424,hour=46,ymd=2022071514_50,50.0
290930.7869699186,2733111.7062214077,hour=47,ymd=2022071513_50,50.0
297105.49534188566,2734985.936224623,hour=48,ymd=2022071512_50,50.0
302653.16872094927,2738278.1655644164,hour=49,ymd=2022071511_50,50.0
307767.48449685035,2742778.868692829,hour=50,ymd=2022071510_50,50.0
312607.17099574563,2747991.5851666466,hour=51,ymd=2022071509_50,50.0
316706.541266728,2753231.9690722213,hour=52,ymd=2022071508_50,50.0
319650.05129929987,2757936.25319898,hour=53,ymd=2022071507_50,50.0
321220.9179030245,2761601.7446847395,hour=54,ymd=2022071506_50,50.0
321350.65238599834,2764114.6404542015,hour=55,ymd=2022071505_50,50.0
319891.1074994428,2765344.949630311,hour=56,ymd=2022071504_50,50.0
317226.9262025429,2765728.340704676,hour=57,ymd=2022071503_50,50.0
313934.1204651369,2765527.362136815,hour=58,ymd=2022071502_50,50.0
310647.77579820884,2764852.7970638615,hour=59,ymd=2022071501_50,50.0
307798.51296947134,2763690.500335843,hour=60,ymd=2022071500_50,50.0
305643.8588655068,2762231.3859742885,hour=61,ymd=2022071423_50,50.0
304403.3755235447,2760213.854279362,hour=62,ymd=2022071422_50,50.0
304064.6745450402,2757128.468724035,hour=63,ymd=2022071421_50,50.0
304792.8595048094,2752554.6794288983,hour=64,ymd=2022071420_50,50.0
306627.80091028084,2746236.355270617,hour=65,ymd=2022071419_50,50.0
308965.4048910307,2738580.5810017516,hour=66,ymd=2022071418_50,50.0
310868.2502890693,2730934.7674388518,hour=67,ymd=2022071417_50,50.0
312761.6589539217,2722857.499467366,hour=68,ymd=2022071416_50,50.0
314486.77266954054,2715345.243265622,hour=69,ymd=2022071415_50,50.0
315676.1053615304,2707257.1747896005,hour=70,ymd=2022071414_50,50.0
316080.7348293539,2697848.258892827,hour=71,ymd=2022071413_50,50.0
321360.38518058026,2700068.6419507195,hour=72,ymd=2022071412_50,50.0
326696.1910644796,2703420.6754039084,hour=73,ymd=2022071411_50,50.0
331698.90074540937,2707963.2698330735,hour=74,ymd=2022071410_50,50.0
336531.01442542934,2713717.199931041,hour=75,ymd=2022071409_50,50.0
340913.2426375028,2720338.6951075946,hour=76,ymd=2022071408_50,50.0
344611.6252272826,2726990.9347029035,hour=77,ymd=2022071407_50,50.0
347506.7896915328,2732247.6325511043,hour=78,ymd=2022071406_50,50.0
349689.06054489576,2734721.511063904,hour=79,ymd=2022071405_50,50.0
351306.9592825722,2733849.999908211,hour=80,ymd=2022071404_50,50.0
352426.32562598475,2729817.4863041216,hour=81,ymd=2022071403_50,50.0
353733.0745877426,2723014.0864075297,hour=82,ymd=2022071402_50,50.0
355448.1830324408,2714004.711558419,hour=83,ymd=2022071401_50,50.0
357943.57194897794,2703750.1579378718,hour=84,ymd=2022071400_50,50.0
361206.16042679065,2693368.804504352,hour=85,ymd=2022071323_50,50.0
365608.760420854,2682813.312515097,hour=86,ymd=2022071322_50,50.0
370106.53045281285,2672880.7081521326,hour=87,ymd=2022071321_50,50.0
374142.09678600245,2662586.4041703218,hour=88,ymd=2022071320_50,50.0
377136.80875640624,2652979.374769556,hour=89,ymd=2022071319_50,50.0
379066.0450088706,2644238.867962497,hour=90,ymd=2022071318_50,50.0
380082.06737445184,2636197.344915616,hour=91,ymd=2022071317_50,50.0
380539.87742231676,2628521.3594032996,hour=92,ymd=2022071316_50,50.0
381007.9368708374,2620955.053780841,hour=93,ymd=2022071315_50,50.0
382168.4787566902,2613022.0444758707,hour=94,ymd=2022071314_50,50.0
