lng,lat,Title,VI,date
120.47308086874386,23.609144724140208,86,284.7,2022-06-03 22:00:00
120.47506632055668,23.60913427277865,87,374.0,2022-06-03 21:00:00
120.48045877514645,23.60906015117719,88,438.8,2022-06-03 20:00:00
120.48796104140196,23.60919430839538,89,511.7,2022-06-03 19:00:00
120.49516165210083,23.60922493877051,90,643.0,2022-06-03 18:00:00
120.50021682598938,23.6091962492722,91,740.2,2022-06-03 17:00:00
120.50180695731238,23.609230170061657,92,767.7,2022-06-03 16:00:00
120.49891783597754,23.6092180886779,93,689.2,2022-06-03 15:00:00
120.4916047792525,23.609220760774942,94,157.4,2022-06-03 14:00:00
120.4810715639768,23.609185237788424,95,139.6,2022-06-03 13:00:00
120.46404751683504,23.61260327260116,96,119.3,2022-06-03 12:00:00
120.45648746869462,23.613911880105324,97,129.6,2022-06-03 11:00:00
120.45557740733936,23.61069321533995,98,222.8,2022-06-03 10:00:00
120.45280426573083,23.609011551958893,99,266.7,2022-06-03 09:00:00
120.45202825214338,23.60699122012108,100,278.8,2022-06-03 08:00:00
120.45533815611738,23.603540203714065,101,264.3,2022-06-03 07:00:00
120.46074421646252,23.6003572414752,102,260.0,2022-06-03 06:00:00
120.46662550810328,23.59883036506821,103,247.1,2022-06-03 05:00:00
120.47198487232713,23.599855150152678,104,218.0,2022-06-03 04:00:00
120.4763513881107,23.604260534740565,105,177.4,2022-06-03 03:00:00
120.47670547678236,23.609104254268846,106,141.5,2022-06-03 02:00:00
120.47288355992777,23.609299433024177,107,126.9,2022-06-03 01:00:00
120.47290622385589,23.60989890109262,108,131.0,2022-06-03 00:00:00
120.47297422226173,23.609432887141807,109,149.6,2022-06-02 23:00:00
120.47292092921292,23.6090897440444,110,179.8,2022-06-02 22:00:00
120.47497430589164,23.60911708576299,111,219.7,2022-06-02 21:00:00
120.48041453253406,23.609091413806247,112,263.7,2022-06-02 20:00:00
120.48783720110576,23.609144933638607,113,308.6,2022-06-02 19:00:00
120.49502641677816,23.609164602249425,114,345.1,2022-06-02 18:00:00
120.50005230717268,23.60910967550155,115,357.6,2022-06-02 17:00:00
120.50163081936174,23.60913385515068,116,335.6,2022-06-02 16:00:00
120.49875580227344,23.6091331390234,117,266.4,2022-06-02 15:00:00
120.4915440125082,23.60921852200387,118,1423.5,2022-06-02 14:00:00
120.48100564754202,23.60917831157198,119,245.8,2022-06-02 13:00:00
120.46404999319276,23.61260193817877,120,202.7,2022-06-02 12:00:00
120.28805555555556,22.632499999999187,0,80.1,2022-06-07 12:00:00
120.325886675088,22.619646858182296,1,55.7,2022-06-07 11:00:00
120.35662643065416,22.607129680832674,2,39.5,2022-06-07 10:00:00
120.3748572758594,22.599861926002674,3,19.7,2022-06-07 09:00:00
120.3917687304656,22.59814270876809,4,4.3,2022-06-07 08:00:00
120.4082446841634,22.59224779703711,5,16.7,2022-06-07 07:00:00
120.42013031586596,22.585133278057437,6,26.7,2022-06-07 06:00:00
120.4283312905342,22.57780816437791,7,29.1,2022-06-07 05:00:00
120.43709978025164,22.571841608562263,8,32.2,2022-06-07 04:00:00
120.4448595362316,22.570227112569476,9,30.4,2022-06-07 03:00:00
120.45496471594332,22.570113150534752,10,26.9,2022-06-07 02:00:00
120.4680829684483,22.56867548006479,11,21.8,2022-06-07 01:00:00
120.4781960293565,22.567733257564456,12,17.0,2022-06-07 00:00:00
120.47874744463036,22.57102265793661,13,25.6,2022-06-06 23:00:00
120.47974782268425,22.572334949593497,14,42.2,2022-06-06 22:00:00
120.47936165005213,22.57237603823536,15,60.8,2022-06-06 21:00:00
