Longitude,Latitude,Title
120.44083333333333,23.46277777777698,0
120.4118608267784,23.4711227271124,1
120.38806245402854,23.467859325632013,2
120.36654794012408,23.459895742127827,3
120.35164095079293,23.452203452956397,4
120.34941307903804,23.444304850120165,5
120.3521190898409,23.4404175925903,6
120.35515596431128,23.43863131139349,7
120.35964760543985,23.434474923255813,8
120.36460366960172,23.42743980981226,9
120.36930879196342,23.417299908625196,10
120.37054271010766,23.412479044437266,11
120.36829460445804,23.412456688741567,12
120.36404348574996,23.410917389219605,13
120.3572071000892,23.40739854102749,14
120.35249245536477,23.402414631235608,15
120.3523513435055,23.396100030840408,16
120.35232047038957,23.388582080620925,17
120.34725656202886,23.383653563606835,18
120.33122944498484,23.380000906683513,19
120.32213504888534,23.371368690769565,20
120.32229422494548,23.35777566639925,21
120.31716776522497,23.356188625871223,22
120.3058895235151,23.3561360592639,23
120.30619662642665,23.356297283315698,24
120.3036820035552,23.356202495605697,25
120.29859673992576,23.356157942441445,26
120.29178864742038,23.358104190503564,27
120.28811804266458,23.35827534666927,28
120.28281826742587,23.360138463691186,29
120.2767218634169,23.36356483783426,30
120.2706462515079,23.368208190915002,31
120.26533300090651,23.37347929069711,32
120.26144790469284,23.378545913419114,33
120.25848418773134,23.3800202517375,34
120.2569051323242,23.377606546449737,35
120.25777088158142,23.370417966623343,36
120.26169897416257,23.358162323532774,37
120.26702441988216,23.34808383827025,38
120.27384283929828,23.338133600514666,39
120.28270889240046,23.328393567794354,40
120.29060636055792,23.327991753446483,41
120.30624741997794,23.33864580436952,42
120.31829506919294,23.349217867275627,43
120.32223850134304,23.356160057800967,44
120.32209398158142,23.356226746629197,45
120.31651062010515,23.356089033996668,46
120.30519146735395,23.356100168562737,47
120.3054799901189,23.35614751340596,48
120.30298599367795,23.3561903680465,49
120.2979007307984,23.356145790488892,50
120.29166453298528,23.35772151811226,51
120.28799393941463,23.357892671108033,52
120.28269417870442,23.35975578326769,53
120.27659779012122,23.363182151592422,54
120.27052219235402,23.367825498660668,55
120.26520895290696,23.373096592975173,56
120.26133161200335,23.37814832565502,57
120.25833424944142,23.379551700591936,58
120.25675520294374,23.377137994188853,59
120.25762095763578,23.369949416798853,60
120.26147811776863,23.357577842458618,61
120.266525805999,23.347626398729737,62
120.27334424030899,23.33767618653369,63
120.28215743025005,23.328154313362898,64
120.28995022542678,23.328119978774453,65
120.30496997984469,23.337650236595657,66
120.31701742290984,23.348222400674327,67
120.32222836539682,23.35619988969029,68
120.32219520797439,23.356253491135423,69
120.31658240383443,23.356168662947216,70
120.30530378877963,23.356116635723623,71
120.30560882651622,23.356265207605798,72
120.30310511009738,23.35624320096627,73
120.2980198450026,23.35619862758226,74
120.2916977557876,23.35783000159571,75
120.2880271590434,23.358001155440494,76
120.28272739418493,23.35986426890689,77
120.27663100117435,23.36329063879862,78
120.27055539932445,23.36793398748922,79
120.26524215663161,23.373205083281857,80
120.26136094758506,23.37826424447962,81
120.25836358254634,23.379667620096686,82
120.25678453399595,23.37725391388509,83
120.2576502877946,23.370065335938577,84
120.2615074486087,23.35769376015782,85
120.2666337556804,23.34772414437722,86
120.27345218669481,23.337773926653473,87
120.28231824477785,23.328033919454963,88
120.29005401838162,23.328199747080433,89
