Longitude,Latitude,Title
120.44083333333333,23.46277777777698,0
120.41212009998412,23.47135321119943,1
120.39125093233301,23.467113770057342,2
120.37416890228295,23.46205985170005,3
120.35940855283086,23.45633398877745,4
120.34995373654945,23.45184522692376,5
120.34423696109724,23.44907368552682,6
120.33920112550318,23.448133249111525,7
120.33637402600661,23.44860309497662,8
120.33690629554778,23.450014579009345,9
120.34157140980378,23.451850990873954,10
120.35076555631872,23.453547370060257,11
120.37590297547523,23.45003304708073,12
120.40423671889087,23.44064421190805,13
120.43137016766948,23.41996252420225,14
120.44845286814586,23.405104391532078,15
120.45311104392275,23.392182733100686,16
120.4528430480331,23.384783468211783,17
120.44859455121436,23.384720197399528,18
120.44321842509355,23.38480198077636,19
120.43519906461883,23.387485974098166,20
120.42230090992858,23.395615838439504,21
120.40364539665963,23.4108997328082,22
120.37230320798821,23.41394944622101,23
120.35510978908582,23.412393618597243,24
120.3522466910601,23.412373939310243,25
120.35218966102642,23.412439289306672,26
120.35152038875707,23.412422255493713,27
120.34934858665103,23.41603316731674,28
120.34635491204851,23.422204272338785,29
120.34364389773822,23.429461465473494,30
120.3422653726818,23.436455787616396,31
120.34200500366968,23.440555269629925,32
120.34253730285693,23.441966728064866,33
120.34720219701592,23.44380295257547,34
120.36221273461192,23.443840821554133,35
120.38832204742464,23.43478129220379,36
120.41165449395066,23.40348761498074,37
120.4315840894378,23.381088845618017,38
120.44616538615632,23.377618627772584,39
120.45211009119825,23.383750211309543,40
120.45369246233352,23.384812543513984,41
120.44946562999827,23.384818881117308,42
120.4432142493753,23.38474601263423,43
120.43521110985705,23.387450717755637,44
120.4223129596365,23.395580583037965,45
120.40365745317698,23.41086447871396,46
120.37234333252846,23.413960209642962,47
120.3551544387925,23.412417060559548,48
120.35229699287667,23.412422368431393,49
120.35224384512834,23.412391481179434,50
120.35154926352462,23.41244981727769,51
120.34937746177776,23.416060729577023,52
120.34638378794918,23.42223183527011,53
120.34367277472964,23.429489029032528,54
120.34229425099984,23.43648335153442,55
120.34200847172116,23.440546897423364,56
120.34254077091197,23.441958355840452,57
120.3472056648065,23.443794580232925,58
120.36221620138677,23.44383244885296,59
120.38832551217682,23.434772918912586,60
