Longitude,Latitude,Title
120.44083333333333,23.46277777777698,0
120.40218462434797,23.46866641431738,1
120.3667862023355,23.465992842174696,2
120.3434854325275,23.459731936283863,3
120.3326227690492,23.452162852610755,4
120.32920764969863,23.443379229186235,5
120.33776267778389,23.439279369774372,6
120.3524613904176,23.43523733215891,7
120.35865967681326,23.427669344177417,8
120.367138536342,23.419022625436853,9
120.37722315629995,23.409749299205885,10
120.38542140835341,23.400036869014983,11
120.3929630832785,23.39065443152775,12
120.39587163021281,23.384491950344724,13
120.38882641822117,23.38244685315069,14
120.38311260646825,23.377482377160835,15
120.38161871295416,23.37532472872874,16
120.37991032725098,23.37408167536257,17
120.37665074475238,23.374478093871176,18
120.37043865051658,23.377714984274217,19
120.35895212511124,23.385730018976734,20
120.32884133883853,23.391689029731804,21
120.3009569610626,23.37950505500374,22
120.29083828078944,23.361938062217803,23
120.26458486561845,23.36969675668962,24
120.240745101482,23.383091358712285,25
120.21120174646813,23.392825681351983,26
120.18682190759922,23.398674250634897,27
120.16933037276615,23.400969605060297,28
120.16258519390801,23.398425664469297,29
120.15958282585854,23.394593956781883,30
120.15933981422101,23.389477788382884,31
120.16107279232227,23.383406710986502,32
120.1703488171788,23.383476256967526,33
120.1828875084855,23.380191694983775,34
120.19564346321528,23.37477118812116,35
120.2033536132529,23.365617158754514,36
120.20522943381945,23.355405329637364,37
120.20086238717096,23.34890306101907,38
120.19610817148359,23.333491107885287,39
120.18058952947462,23.327406790872242,40
120.1559351279935,23.32519542511449,41
120.125373301417,23.319691187384826,42
120.0954759909369,23.312986607265927,43
120.07587275571804,23.306412215943233,44
120.07001127370386,23.2993711151451,45
120.08189250241995,23.283720394424996,46
120.09281334682045,23.253763816287396,47
120.0799711469215,23.2542676892652,48
120.07532839308656,23.267459973069247,49
120.05636440455397,23.270734583945256,50
120.03608962559525,23.270419440430736,51
120.01933586886706,23.270446891785497,52
120.00412314922626,23.26780852046451,53
119.99473622715762,23.26516147751358,54
119.99081459499864,23.26119961683558,55
119.9915741855702,23.25493534698513,56
119.99580710709388,23.24569984251052,57
120.00125099089882,23.234724467629473,58
