lng,lat,Title,VI,date
120.44083333333332,23.462777777776964,0,101.6,2022-04-16 12:00:00
120.40370467665949,23.46753612425609,1,107.5,2022-04-16 11:00:00
120.36514527973496,23.468461674424784,2,110.0,2022-04-16 10:00:00
120.332293654875,23.468342804907344,3,80.9,2022-04-16 09:00:00
120.31055298939556,23.46814413578541,4,69.3,2022-04-16 08:00:00
120.2995544047995,23.4682300981696,5,63.4,2022-04-16 07:00:00
120.2950703755576,23.468194232247605,6,61.9,2022-04-16 06:00:00
120.29505878968236,23.46948670803528,7,64.3,2022-04-16 05:00:00
120.29883856716468,23.47899764275145,8,70.3,2022-04-16 04:00:00
120.30559893709898,23.496538021378672,9,81.3,2022-04-16 03:00:00
120.31277469535377,23.51778358997093,10,97.0,2022-04-16 02:00:00
120.32039771383585,23.52934642566048,11,112.5,2022-04-16 01:00:00
120.3354274790904,23.54089066564031,12,122.6,2022-04-16 00:00:00
120.35615675248236,23.55260629948911,13,121.4,2022-04-15 23:00:00
120.39640826852607,23.555874723707465,14,124.3,2022-04-15 22:00:00
120.4445169184214,23.57170158038538,15,74.7,2022-04-15 21:00:00
120.47328199406788,23.580333537991105,16,61.5,2022-04-15 20:00:00
120.47310571307894,23.588146563426275,17,70.9,2022-04-15 19:00:00
120.47313215107484,23.593189283694034,18,72.2,2022-04-15 18:00:00
120.47309448519816,23.590498305196057,19,78.5,2022-04-15 17:00:00
120.47303353304534,23.581498184464365,20,82.8,2022-04-15 16:00:00
120.47315385778391,23.5637657464242,21,95.8,2022-04-15 15:00:00
120.45941387213009,23.54708925785251,22,1342.3,2022-04-15 14:00:00
120.42982009483448,23.529058300710133,23,191.4,2022-04-15 13:00:00
120.39277531523392,23.509681472332744,24,189.1,2022-04-15 12:00:00
120.35473385338544,23.49021195266628,25,183.0,2022-04-15 11:00:00
120.32001756931324,23.47157185412612,26,170.0,2022-04-15 10:00:00
120.29231017622295,23.46810309691477,27,170.0,2022-04-15 09:00:00
120.27209192106476,23.46654407797396,28,165.1,2022-04-15 08:00:00
120.26066308170996,23.46578184575751,29,161.6,2022-04-15 07:00:00
120.250840165823,23.46297513184146,30,163.5,2022-04-15 06:00:00
120.24760675391752,23.46310443808133,31,168.1,2022-04-15 05:00:00
120.25033656988543,23.46635869462869,32,171.8,2022-04-15 04:00:00
120.25377166812233,23.477285611477523,33,172.0,2022-04-15 03:00:00
120.25755842764649,23.49464661018005,34,168.4,2022-04-15 02:00:00
120.261199834277,23.50587748257072,35,163.9,2022-04-15 01:00:00
120.26482700404796,23.522939648742828,36,158.2,2022-04-15 00:00:00
120.27504566586184,23.524252283676343,37,154.9,2022-04-14 23:00:00
120.28671764215687,23.52420604122764,38,148.4,2022-04-14 22:00:00
120.30056323898776,23.5242474671992,39,135.4,2022-04-14 21:00:00
120.31629311409274,23.5245118149178,40,130.4,2022-04-14 20:00:00
120.34007804587291,23.5264040175826,41,124.4,2022-04-14 19:00:00
120.37201250002494,23.53231427015695,42,123.1,2022-04-14 18:00:00
120.40995679975528,23.532970903709916,43,117.4,2022-04-14 17:00:00
120.43062814509918,23.523313155765717,44,99.3,2022-04-14 16:00:00
120.4260893836238,23.51767422730077,45,101.2,2022-04-14 15:00:00
120.41054698775608,23.50762755704932,46,1385.0,2022-04-14 14:00:00
120.37460499255272,23.491869135325363,47,175.5,2022-04-14 13:00:00
120.33664023885008,23.47641276336441,48,154.1,2022-04-14 12:00:00
120.29631325944712,23.46822241770176,49,131.2,2022-04-14 11:00:00
120.25781706052872,23.465582258510057,50,96.9,2022-04-14 10:00:00
120.22710455948976,23.4585853135124,51,66.7,2022-04-14 09:00:00
120.20645600350171,23.453771725437534,52,44.2,2022-04-14 08:00:00
120.1977882621698,23.45207318829404,53,26.2,2022-04-14 07:00:00
120.19640368380804,23.451925928988505,54,19.4,2022-04-14 06:00:00
120.19573270954196,23.452173073097544,55,17.3,2022-04-14 05:00:00
120.19436980606012,23.45342665459151,56,14.8,2022-04-14 04:00:00
120.19147630180125,23.45597952083325,57,11.4,2022-04-14 03:00:00
120.18678034654587,23.45980531301658,58,9.4,2022-04-14 02:00:00
120.18057698440866,23.46455849365916,59,13.7,2022-04-14 01:00:00
120.17635067385196,23.47005731022149,60,27.6,2022-04-14 00:00:00
120.17630914756695,23.476325652881307,61,44.4,2022-04-13 23:00:00
120.17619488528432,23.48229324786349,62,62.0,2022-04-13 22:00:00
120.17575355581477,23.48757552538113,63,79.4,2022-04-13 21:00:00
120.17457339840831,23.491862092626228,64,94.6,2022-04-13 20:00:00
120.17208523128608,23.494916715441757,65,105.7,2022-04-13 19:00:00
120.17038650695208,23.496144256509123,66,117.5,2022-04-13 18:00:00
120.16465626072748,23.49660372367063,67,126.1,2022-04-13 17:00:00
120.1551555635272,23.496678582021403,68,129.3,2022-04-13 16:00:00
120.14106860680889,23.49584991446713,69,127.4,2022-04-13 15:00:00
120.11809631011124,23.492672679298444,70,181.4,2022-04-13 14:00:00
120.08642494390104,23.49255475554301,71,150.0,2022-04-13 13:00:00
120.05161127504957,23.499437562328445,72,118.9,2022-04-13 12:00:00
120.0170146958737,23.51988237597001,73,92.5,2022-04-13 11:00:00
119.99142852815118,23.54858460686324,74,79.8,2022-04-13 10:00:00
119.97643119601382,23.57342041371742,75,81.0,2022-04-13 09:00:00
119.96593575282375,23.588559407602748,76,80.2,2022-04-13 08:00:00
119.95620424238456,23.59488355372006,77,73.6,2022-04-13 07:00:00
119.9490615369835,23.60103086057499,78,64.5,2022-04-13 06:00:00
119.9427234669357,23.607848097847977,79,56.9,2022-04-13 05:00:00
119.93231938808552,23.6164123048886,80,54.4,2022-04-13 04:00:00
119.92364834745004,23.63236682370157,81,57.6,2022-04-13 03:00:00
119.914907107703,23.65949012212194,82,63.7,2022-04-13 02:00:00
119.9085724770168,23.692972044904643,83,65.9,2022-04-13 01:00:00
119.90828945013126,23.737889260488057,84,60.7,2022-04-13 00:00:00
119.90542624408846,23.79253624035256,85,48.6,2022-04-12 23:00:00
119.90078075667893,23.84177768762341,86,42.7,2022-04-12 22:00:00
119.92245685111656,23.919936158053535,87,50.8,2022-04-12 21:00:00
119.96252735687578,24.002297689164607,88,69.1,2022-04-12 20:00:00
120.00117441049694,24.10463087490341,89,101.1,2022-04-12 19:00:00
120.13493476705833,24.304323942756078,90,97.3,2022-04-12 18:00:00
120.23115231867102,24.40409713154778,91,102.4,2022-04-12 17:00:00
120.3193540364553,24.455577768783503,92,103.5,2022-04-12 16:00:00
120.40498606976224,24.50132412405013,93,119.0,2022-04-12 15:00:00
120.46745906471092,24.560631735103804,94,160.2,2022-04-12 14:00:00
120.50603583189113,24.65226427481284,95,156.6,2022-04-12 13:00:00
120.66229144035196,24.78926555116339,96,179.6,2022-04-12 12:00:00
120.80046859031371,24.91394167267585,97,213.0,2022-04-12 11:00:00
120.92298115097704,25.03905280071495,98,141.4,2022-04-12 10:00:00
121.03766860544911,25.171087061006485,99,461.7,2022-04-12 09:00:00
121.14700263121011,25.312208737836453,100,733.4,2022-04-12 08:00:00
121.25758929362485,25.452863094115514,101,645.6,2022-04-12 07:00:00
121.37085050666984,25.598753737498008,102,305.5,2022-04-12 06:00:00
121.48673942320416,25.751447693603087,103,328.3,2022-04-12 05:00:00
121.60344195443612,25.91582639769797,104,298.7,2022-04-12 04:00:00
121.71647003431993,26.095658613198616,105,192.5,2022-04-12 03:00:00
121.82171155716804,26.29098957570008,106,138.9,2022-04-12 02:00:00
121.91661187757776,26.495494513290684,107,145.3,2022-04-12 01:00:00
121.9998122040274,26.708413809124483,108,169.0,2022-04-12 00:00:00
122.0742239620432,26.924235389795214,109,238.8,2022-04-11 23:00:00
122.14315791756611,27.14316945341355,110,331.1,2022-04-11 22:00:00
122.2084067884768,27.361587085290413,111,412.7,2022-04-11 21:00:00
122.2668168974971,27.581145722318716,112,481.0,2022-04-11 20:00:00
122.32091754482808,27.802891256339777,113,484.8,2022-04-11 19:00:00
122.37063990532154,28.02436889619776,114,357.5,2022-04-11 18:00:00
122.41316912439312,28.240487485185817,115,302.6,2022-04-11 17:00:00
122.4467831412012,28.453453032376856,116,137.6,2022-04-11 16:00:00
122.47745156060152,28.662227198905683,117,131.4,2022-04-11 15:00:00
